rank	sac_streams	grts_ranking	grts_ranking_draw	segment_id	point_code	segment_id_v1_7	prop_3260
39242	intersecting or downstream	24246610	24246610	2023_39242	24246610_1	NA	100
238624	intersecting or downstream	24267538	24267538	2023_238624	24267538_1	1_4_928	100
203866	intersecting or downstream	24267670	24267670	2023_203866	24267670_1	NA	50
206697	outside	24386678	24386678	2023_206697	24386678_1	NA	100
39453	intersecting or downstream	24394226	24394226	2023_39453	24394226_1	1_4_1845	100
123488	intersecting or downstream	24409046	24409046	2023_123488	24409046_1	1_7_24972	100
38428	outside	24419574	24419574	2023_38428	24419574_1	NA	95
255333	intersecting or downstream	24445458	24445458	2023_255333	24445458_1	1_4_785	100
226451	outside	24448274	24448274	2023_226451	24448274_1	NA	100
169151	outside	24468230	24468230	2023_169151	24468230_1	NA	100
212370	intersecting or downstream	24524210	24524210	2023_212370	24524210_1	1_4_343	100
123542	intersecting or downstream	24573910	24573910	2023_123542	24573910_1	1_4_601	100
209485	outside	24653266	24653266	2023_209485	24653266_1	NA	100
33368	outside	24685430	24685430	2023_33368	24685430_1	NA	100
39338	intersecting or downstream	24698354	24698354	2023_39338	24698354_1	1_4_232	100
175055	intersecting or downstream	24700993	24700993	2023_175055	24700993_1	NA	100
144044	outside	24732886	24732886	2023_144044	24732886_1	NA	96
166825	outside	24755758	24755758	2023_166825	24755758_1	NA	102
238625	intersecting or downstream	24791826	24791826	2023_238625	24791826_1	1_4_929	100
180396	intersecting or downstream	24847293	24847293	2023_180396	24847293_1	1_7_210211	100
34807	outside	24858774	24858774	2023_34807	24858774_1	NA	3
143991	outside	24924374	24924374	2023_143991	24924374_1	NA	100
50569	outside	24984950	24984950	2023_50569	24984950_1	NA	75
39046	intersecting or downstream	24996322	24996322	2023_39046	24996322_1	NA	100
238738	outside	25026770	25026770	2023_238738	25026770_1	NA	100
39301	intersecting or downstream	25104722	25104722	2023_39301	25104722_1	NA	100
39072	intersecting or downstream	25151970	25151970	2023_39072	25151970_1	1_7_8901	100
255474	outside	25179154	25179154	2023_255474	25179154_1	NA	32
252527	outside	25201142	25201142	2023_252527	25201142_1	1_4_692	100
39357	intersecting or downstream	25243122	25243122	2023_39357	25243122_1	1_4_251	100
38403	outside	25339126	25339126	2023_38403	25339126_1	NA	7
90116	intersecting or downstream	25385518	25385518	2023_90116	25385518_1	NA	100
5581	outside	25397214	25397214	2023_5581	25397214_1	NA	83
39461	intersecting or downstream	25475570	25475570	2023_39461	25475570_1	1_4_1837	100
166822	outside	25476654	25476654	2023_166822	25476654_1	NA	100
39173	intersecting or downstream	25522258	25522258	2023_39173	25522258_1	1_7_7768	100
218391	intersecting or downstream	25581362	25581362	2023_218391	25581362_1	1_4_1520	100
123600	intersecting or downstream	25601014	25601014	2023_123600	25601014_1	1_7_23095	100
123789	intersecting or downstream	25641942	25641942	2023_123789	25641942_1	NA	78
580	outside	25658486	25658486	2023_580	25658486_1	1_7_228079	53
39050	intersecting or downstream	25680354	25680354	2023_39050	25680354_1	1_4_976	100
98820	outside	25690782	25690782	2023_98820	25690782_1	NA	40
33370	outside	25701238	25701238	2023_33370	25701238_1	NA	100
212380	intersecting or downstream	25732530	25732530	2023_212380	25732530_1	NA	100
39469	intersecting or downstream	25754098	25754098	2023_39469	25754098_1	1_4_1829	100
99520	outside	25809014	25809014	2023_99520	25809014_1	NA	5
39142	intersecting or downstream	25820242	25820242	2023_39142	25820242_1	1_7_8852	100
39304	intersecting or downstream	25825618	25825618	2023_39304	25825618_1	NA	100
175049	intersecting or downstream	25864257	25864257	2023_175049	25864257_1	NA	100
80912	outside	25899222	25899222	2023_80912	25899222_1	1_4_1425	100
206737	outside	25918582	25918582	2023_206737	25918582_1	NA	19
5580	outside	25921502	25921502	2023_5580	25921502_1	NA	100
39296	intersecting or downstream	25956690	25956690	2023_39296	25956690_1	1_4_190	100
206696	outside	25959542	25959542	2023_206696	25959542_1	1_4_1181	100
39377	intersecting or downstream	25976306	25976306	2023_39377	25976306_1	1_4_271	100
5613	intersecting or downstream	26005470	26005470	2023_5613	26005470_1	1_7_28150	100
39382	intersecting or downstream	26041842	26041842	2023_39382	26041842_1	1_4_276	100
206741	outside	26049654	26049654	2023_206741	26049654_1	1_4_1226	100
224823	intersecting or downstream	26058230	26058230	2023_224823	26058230_1	1_4_1400	100
144579	intersecting or downstream	26059538	26059538	2023_144579	26059538_1	NA	5
218784	intersecting or downstream	26103218	26103218	2023_218784	26103218_1	1_4_1025	100
212359	intersecting or downstream	26106546	26106546	2023_212359	26106546_1	1_4_332	100
39163	intersecting or downstream	26115154	26115154	2023_39163	26115154_1	NA	100
255306	intersecting or downstream	26153578	26153578	2023_255306	26153578_1	1_7_234589	12
226475	outside	26156306	26156306	2023_226475	26156306_1	1_4_893	100
212364	intersecting or downstream	26162610	26162610	2023_212364	26162610_1	1_4_337	100
241377	intersecting or downstream	26185874	26185874	2023_241377	26185874_1	1_4_546	100
166801	outside	26193454	26193454	2023_166801	26193454_1	NA	100
143071	intersecting or downstream	26216146	26216146	2023_143071	26216146_1	NA	33
252555	outside	26233334	26233334	2023_252555	26233334_1	1_4_711	100
224811	intersecting or downstream	26381814	26381814	2023_224811	26381814_1	1_4_1388	100
103398	intersecting or downstream	26382134	26382134	2023_103398	26382134_1	NA	100
166797	outside	26402350	26402350	2023_166797	26402350_1	1_4_1431	100
255347	intersecting or downstream	26456594	26456594	2023_255347	26456594_1	NA	100
33373	outside	26487670	26487670	2023_33373	26487670_1	NA	100
76257	intersecting or downstream	26562902	26562902	2023_76257	26562902_1	1_4_589	100
39479	intersecting or downstream	26577650	26577650	2023_39479	26577650_1	1_4_1819	100
166843	outside	26597102	26597102	2023_166843	26597102_1	NA	10
238600	intersecting or downstream	26632466	26632466	2023_238600	26632466_1	NA	100
255380	intersecting or downstream	26664466	26664466	2023_255380	26664466_1	NA	100
123610	intersecting or downstream	26695670	26695670	2023_123610	26695670_1	NA	100
90115	intersecting or downstream	26696238	26696238	2023_90115	26696238_1	NA	100
92048	intersecting or downstream	26728758	26728758	2023_92048	26728758_1	NA	80
166795	outside	26730030	26730030	2023_166795	26730030_1	NA	100
123534	intersecting or downstream	26736598	26736598	2023_123534	26736598_1	NA	79
33369	outside	26749814	26749814	2023_33369	26749814_1	NA	100
238621	intersecting or downstream	26782482	26782482	2023_238621	26782482_1	1_4_925	100
221126	intersecting or downstream	26851314	26851314	2023_221126	26851314_1	1_7_114563	86
39345	intersecting or downstream	26930674	26930674	2023_39345	26930674_1	1_4_239	100
255390	intersecting or downstream	26963474	26963474	2023_255390	26963474_1	1_7_17850	100
212392	intersecting or downstream	27028146	27028146	2023_212392	27028146_1	1_4_365	100
214069	intersecting or downstream	27040886	27040886	2023_214069	27040886_1	1_7_41028	100
255357	intersecting or downstream	27046418	27046418	2023_255357	27046418_1	1_4_436	100
256602	intersecting or downstream	27072994	27072994	2023_256602	27072994_1	NA	44
56557	intersecting or downstream	27073522	27073522	2023_56557	27073522_1	1_7_119647	100
39175	intersecting or downstream	27095122	27095122	2023_39175	27095122_1	1_7_7766	100
39332	intersecting or downstream	27125074	27125074	2023_39332	27125074_1	NA	100
233498	intersecting or downstream	27127314	27127314	2023_233498	27127314_1	1_7_138691	65
39369	intersecting or downstream	27237874	27237874	2023_39369	27237874_1	1_4_263	100
255404	intersecting or downstream	27258386	27258386	2023_255404	27258386_1	1_4_868	100
166744	outside	27272438	27272438	2023_166744	27272438_1	1_7_30997	40
33374	outside	27274102	27274102	2023_33374	27274102_1	NA	67
255400	intersecting or downstream	27291154	27291154	2023_255400	27291154_1	NA	38
252526	outside	27298294	27298294	2023_252526	27298294_1	1_4_691	100
123773	intersecting or downstream	27328214	27328214	2023_123773	27328214_1	NA	100
56555	intersecting or downstream	27335666	27335666	2023_56555	27335666_1	NA	100
144026	outside	27337942	27337942	2023_144026	27337942_1	NA	100
169162	outside	27384582	27384582	2023_169162	27384582_1	NA	100
238606	intersecting or downstream	27402514	27402514	2023_238606	27402514_1	1_4_910	100
206718	outside	27475062	27475062	2023_206718	27475062_1	NA	100
37175	outside	27517234	27517234	2023_37175	27517234_1	1_7_154448	43
240901	outside	27525202	27525202	2023_240901	27525202_1	NA	100
39459	intersecting or downstream	27572722	27572722	2023_39459	27572722_1	1_4_1839	100
123494	intersecting or downstream	27632598	27632598	2023_123494	27632598_1	1_7_19798	100
216083	intersecting or downstream	27726994	27726994	2023_216083	27726994_1	1_4_512	36
123461	intersecting or downstream	27771862	27771862	2023_123461	27771862_1	NA	100
144032	outside	27796694	27796694	2023_144032	27796694_1	NA	100
230701	outside	27809746	27809746	2023_230701	27809746_1	NA	100
5610	intersecting or downstream	27824094	27824094	2023_5610	27824094_1	1_7_28153	100
37863	outside	27824374	27824374	2023_37863	27824374_1	NA	43
76259	intersecting or downstream	27869526	27869526	2023_76259	27869526_1	1_4_591	100
194178	intersecting or downstream	27917750	27917750	2023_194178	27917750_1	NA	100
40010	outside	27919774	27919774	2023_40010	27919774_1	NA	100
124214	intersecting or downstream	27924342	27924342	2023_124214	27924342_1	NA	100
39252	intersecting or downstream	27933010	27933010	2023_39252	27933010_1	NA	100
238516	intersecting or downstream	27937042	27937042	2023_238516	27937042_1	NA	100
209822	outside	27941842	27941842	2023_209822	27941842_1	1_4_372	12
39066	intersecting or downstream	27953634	27953634	2023_39066	27953634_1	NA	100
166798	outside	27975214	27975214	2023_166798	27975214_1	NA	100
206709	outside	28007542	28007542	2023_206709	28007542_1	NA	100
39214	intersecting or downstream	28016722	28016722	2023_39214	28016722_1	NA	100
241627	intersecting or downstream	28040146	28040146	2023_241627	28040146_1	NA	44
166739	outside	28161270	28161270	2023_166739	28161270_1	1_4_302	46
39099	intersecting or downstream	28200018	28200018	2023_39099	28200018_1	1_4_992	100
214065	intersecting or downstream	28221558	28221558	2023_214065	28221558_1	NA	59
123454	intersecting or downstream	28229334	28229334	2023_123454	28229334_1	1_7_9427	100
230695	outside	28260306	28260306	2023_230695	28260306_1	NA	100
252681	outside	28294774	28294774	2023_252681	28294774_1	NA	3
216182	intersecting or downstream	28304866	28304866	2023_216182	28304866_1	1_7_8072	100
166818	outside	28360238	28360238	2023_166818	28360238_1	NA	100
39227	intersecting or downstream	28426322	28426322	2023_39227	28426322_1	NA	100
39130	intersecting or downstream	28434850	28434850	2023_39130	28434850_1	1_7_8864	100
238542	intersecting or downstream	28440850	28440850	2023_238542	28440850_1	NA	100
206669	outside	28470134	28470134	2023_206669	28470134_1	NA	100
252523	outside	28473846	28473846	2023_252523	28473846_1	1_4_688	100
38425	outside	28482806	28482806	2023_38425	28482806_1	NA	100
584	outside	28509302	28509302	2023_584	28509302_1	1_7_226910	51
46047	outside	28510838	28510838	2023_46047	28510838_1	1_7_54999	100
5583	outside	28542942	28542942	2023_5583	28542942_1	NA	100
123683	intersecting or downstream	28570870	28570870	2023_123683	28570870_1	1_7_29357	100
46492	intersecting or downstream	28584758	28584758	2023_46492	28584758_1	NA	100
226450	outside	28642578	28642578	2023_226450	28642578_1	NA	100
255345	intersecting or downstream	28652050	28652050	2023_255345	28652050_1	NA	100
218390	intersecting or downstream	28727090	28727090	2023_218390	28727090_1	1_4_1519	67
224814	intersecting or downstream	28741110	28741110	2023_224814	28741110_1	1_4_1391	100
255366	intersecting or downstream	28794386	28794386	2023_255366	28794386_1	NA	100
255442	outside	28827666	28827666	2023_255442	28827666_1	1_4_399	100
83579	intersecting or downstream	28908270	28908270	2023_83579	28908270_1	NA	100
238534	intersecting or downstream	28936466	28936466	2023_238534	28936466_1	1_4_1124	100
144009	outside	28955862	28955862	2023_144009	28955862_1	NA	100
74743	intersecting or downstream	29013878	29013878	2023_74743	29013878_1	NA	92
123484	intersecting or downstream	29053910	29053910	2023_123484	29053910_1	1_4_460	100
218792	intersecting or downstream	29056434	29056434	2023_218792	29056434_1	1_4_1033	100
216090	intersecting or downstream	29061970	29061970	2023_216090	29061970_1	NA	101
218813	intersecting or downstream	29082290	29082290	2023_218813	29082290_1	1_4_951	100
588	outside	29164662	29164662	2023_588	29164662_1	1_7_226906	100
218762	intersecting or downstream	29173170	29173170	2023_218762	29173170_1	NA	100
205800	intersecting or downstream	29199346	29199346	2023_205800	29199346_1	1_7_72669	100
212358	intersecting or downstream	29252274	29252274	2023_212358	29252274_1	1_4_331	100
123456	intersecting or downstream	29277910	29277910	2023_123456	29277910_1	NA	100
238740	outside	29278418	29278418	2023_238740	29278418_1	1_4_66	100
123785	intersecting or downstream	29311958	29311958	2023_123785	29311958_1	1_7_11708	100
144619	intersecting or downstream	29312786	29312786	2023_144619	29312786_1	1_4_497	100
5584	outside	29345758	29345758	2023_5584	29345758_1	NA	100
5599	outside	29362142	29362142	2023_5599	29362142_1	NA	100
39103	intersecting or downstream	29445202	29445202	2023_39103	29445202_1	NA	102
123527	intersecting or downstream	29525974	29525974	2023_123527	29525974_1	NA	100
39137	intersecting or downstream	29548962	29548962	2023_39137	29548962_1	NA	100
224942	intersecting or downstream	29603702	29603702	2023_224942	29603702_1	NA	100
39278	intersecting or downstream	29616466	29616466	2023_39278	29616466_1	1_4_172	100
19764	outside	29616577	29616577	2023_19764	29616577_1	1_7_157559	75
143994	outside	29642966	29642966	2023_143994	29642966_1	NA	100
123611	intersecting or downstream	29644790	29644790	2023_123611	29644790_1	NA	100
40871	intersecting or downstream	29667798	29667798	2023_40871	29667798_1	NA	100
92050	intersecting or downstream	29694262	29694262	2023_92050	29694262_1	1_7_211284	100
224936	intersecting or downstream	29747062	29747062	2023_224936	29747062_1	NA	100
230696	outside	29751250	29751250	2023_230696	29751250_1	NA	100
123541	intersecting or downstream	29751254	29751254	2023_123541	29751254_1	1_4_600	100
39207	intersecting or downstream	29786194	29786194	2023_39207	29786194_1	1_7_7734	100
5603	intersecting or downstream	29814750	29814750	2023_5603	29814750_1	1_7_28221	100
218774	intersecting or downstream	29855154	29855154	2023_218774	29855154_1	1_4_2	43
238617	intersecting or downstream	29903634	29903634	2023_238617	29903634_1	NA	100
212379	intersecting or downstream	29926834	29926834	2023_212379	29926834_1	1_4_352	100
5615	intersecting or downstream	29937630	29937630	2023_5615	29937630_1	1_7_28148	100
209471	outside	29964850	29964850	2023_209471	29964850_1	NA	100
238533	intersecting or downstream	29985042	29985042	2023_238533	29985042_1	1_4_1123	100
94828	outside	29985270	29985270	2023_94828	29985270_1	NA	73
39502	intersecting or downstream	30000370	30000370	2023_39502	30000370_1	1_4_1796	100
212343	intersecting or downstream	30013618	30013618	2023_212343	30013618_1	NA	27
90121	intersecting or downstream	30064686	30064686	2023_90121	30064686_1	NA	70
206658	outside	30071670	30071670	2023_206658	30071670_1	1_4_562	100
103411	outside	30078774	30078774	2023_103411	30078774_1	1_4_1890	100
221115	intersecting or downstream	30088178	30088178	2023_221115	30088178_1	NA	82
144022	outside	30102742	30102742	2023_144022	30102742_1	NA	100
230702	outside	30169042	30169042	2023_230702	30169042_1	NA	100
228217	intersecting or downstream	30268722	30268722	2023_228217	30268722_1	NA	98
5557	outside	30304222	30304222	2023_5557	30304222_1	NA	100
238529	intersecting or downstream	30312722	30312722	2023_238529	30312722_1	1_4_1119	100
252529	outside	30444022	30444022	2023_252529	30444022_1	1_4_694	100
224931	intersecting or downstream	30467958	30467958	2023_224931	30467958_1	NA	100
255424	intersecting or downstream	30490642	30490642	2023_255424	30490642_1	1_4_1154	100
238596	intersecting or downstream	30564626	30564626	2023_238596	30564626_1	NA	100
255409	intersecting or downstream	30600722	30600722	2023_255409	30600722_1	1_4_410	100
226448	outside	30608658	30608658	2023_226448	30608658_1	NA	100
213836	intersecting or downstream	30648146	30648146	2023_213836	30648146_1	NA	73
216178	intersecting or downstream	30664162	30664162	2023_216178	30664162_1	1_7_8076	74
218798	intersecting or downstream	30694834	30694834	2023_218798	30694834_1	1_4_1039	100
39195	intersecting or downstream	30744658	30744658	2023_39195	30744658_1	NA	100
39154	intersecting or downstream	30768210	30768210	2023_39154	30768210_1	1_7_8932	100
238765	outside	30768338	30768338	2023_238765	30768338_1	NA	22
47687	intersecting or downstream	30796638	30796638	2023_47687	30796638_1	NA	100
113038	outside	30843126	30843126	2023_113038	30843126_1	NA	100
103409	intersecting or downstream	30865206	30865206	2023_103409	30865206_1	1_4_1349	100
144045	outside	30885078	30885078	2023_144045	30885078_1	1_7_209210	100
230698	outside	30955474	30955474	2023_230698	30955474_1	1_4_656	100
214066	intersecting or downstream	30973046	30973046	2023_214066	30973046_1	1_7_41031	100
238511	intersecting or downstream	31148306	31148306	2023_238511	31148306_1	1_4_1103	100
45992	intersecting or downstream	31239798	31239798	2023_45992	31239798_1	NA	63
238752	outside	31277266	31277266	2023_238752	31277266_1	NA	100
39104	intersecting or downstream	31280210	31280210	2023_39104	31280210_1	1_4_987	100
39331	intersecting or downstream	31319378	31319378	2023_39331	31319378_1	NA	100
46043	outside	31328886	31328886	2023_46043	31328886_1	1_7_55003	100
166860	outside	31397614	31397614	2023_166860	31397614_1	NA	100
226477	outside	31399186	31399186	2023_226477	31399186_1	NA	39
212388	intersecting or downstream	31484594	31484594	2023_212388	31484594_1	1_4_361	100
39218	intersecting or downstream	31490130	31490130	2023_39218	31490130_1	NA	100
206729	outside	31521910	31521910	2023_206729	31521910_1	NA	100
39100	intersecting or downstream	31542354	31542354	2023_39100	31542354_1	NA	100
39089	intersecting or downstream	31558738	31558738	2023_39089	31558738_1	NA	100
39329	intersecting or downstream	31581522	31581522	2023_39329	31581522_1	NA	100
206736	outside	31685750	31685750	2023_206736	31685750_1	NA	100
166830	outside	31702574	31702574	2023_166830	31702574_1	NA	41
39460	intersecting or downstream	31767026	31767026	2023_39460	31767026_1	1_4_1838	100
206684	outside	31779702	31779702	2023_206684	31779702_1	NA	100
230705	outside	31807442	31807442	2023_230705	31807442_1	NA	100
39491	intersecting or downstream	31839474	31839474	2023_39491	31839474_1	1_4_1807	100
124211	intersecting or downstream	31856502	31856502	2023_124211	31856502_1	1_4_1769	69
123590	intersecting or downstream	31859702	31859702	2023_123590	31859702_1	NA	100
203458	intersecting or downstream	31923366	31923366	2023_203458	31923366_1	NA	23
255336	intersecting or downstream	31928850	31928850	2023_255336	31928850_1	1_7_232395	78
238502	intersecting or downstream	32002922	32002922	2023_238502	32002922_1	NA	100
158924	outside	32007657	32007657	2023_158924	32007657_1	1_7_22647	21
39110	intersecting or downstream	32014754	32014754	2023_39110	32014754_1	1_7_8884	100
5574	outside	32024542	32024542	2023_5574	32024542_1	NA	100
40031	outside	32052638	32052638	2023_40031	32052638_1	1_7_190676	87
39430	intersecting or downstream	32057842	32057842	2023_39430	32057842_1	1_4_1868	100
212351	intersecting or downstream	32070322	32070322	2023_212351	32070322_1	1_4_324	84
39251	intersecting or downstream	32127314	32127314	2023_39251	32127314_1	1_4_145	100
218811	intersecting or downstream	32228018	32228018	2023_218811	32228018_1	1_4_949	100
45941	intersecting or downstream	32253814	32253814	2023_45941	32253814_1	NA	100
123471	intersecting or downstream	32293846	32293846	2023_123471	32293846_1	NA	52
39333	intersecting or downstream	32367954	32367954	2023_39333	32367954_1	1_4_227	100
259133	intersecting or downstream	32374006	32374006	2023_259133	32374006_1	NA	100
238522	intersecting or downstream	32426258	32426258	2023_238522	32426258_1	NA	100
39189	intersecting or downstream	32448594	32448594	2023_39189	32448594_1	NA	100
216181	intersecting or downstream	32499170	32499170	2023_216181	32499170_1	1_7_8073	100
33371	outside	32516982	32516982	2023_33371	32516982_1	NA	100
123774	intersecting or downstream	32571094	32571094	2023_123774	32571094_1	1_7_26644	100
238508	intersecting or downstream	32592746	32592746	2023_238508	32592746_1	NA	100
39485	intersecting or downstream	32593138	32593138	2023_39485	32593138_1	1_4_1813	100
9544	outside	32660417	32660417	2023_9544	32660417_1	NA	100
39067	intersecting or downstream	32672226	32672226	2023_39067	32672226_1	NA	100
46652	intersecting or downstream	32695342	32695342	2023_46652	32695342_1	NA	100
39211	intersecting or downstream	32735314	32735314	2023_39211	32735314_1	NA	100
123781	intersecting or downstream	32752598	32752598	2023_123781	32752598_1	1_7_11712	100
39275	intersecting or downstream	32778578	32778578	2023_39275	32778578_1	NA	100
206679	outside	32795510	32795510	2023_206679	32795510_1	1_7_34546	25
111580	outside	32822686	32822686	2023_111580	32822686_1	NA	99
255344	intersecting or downstream	32846354	32846354	2023_255344	32846354_1	NA	100
260486	intersecting or downstream	32857705	32857705	2023_260486	32857705_1	NA	100
46040	outside	32901750	32901750	2023_46040	32901750_1	1_7_55006	100
166858	outside	32970478	32970478	2023_166858	32970478_1	NA	100
205801	intersecting or downstream	33000434	33000434	2023_205801	33000434_1	1_7_72668	74
226464	outside	33017106	33017106	2023_226464	33017106_1	1_4_1085	100
224808	intersecting or downstream	33017334	33017334	2023_224808	33017334_1	1_4_1385	100
39052	intersecting or downstream	33020386	33020386	2023_39052	33020386_1	NA	100
218801	intersecting or downstream	33054130	33054130	2023_218801	33054130_1	1_4_1042	100
238544	intersecting or downstream	33093906	33093906	2023_238544	33093906_1	NA	100
33418	intersecting or downstream	33095126	33095126	2023_33418	33095126_1	NA	8
39153	intersecting or downstream	33127506	33127506	2023_39153	33127506_1	1_7_8841	100
218827	outside	33129346	33129346	2023_218827	33129346_1	1_4_27	100
238535	intersecting or downstream	33130770	33130770	2023_238535	33130770_1	NA	100
176606	outside	33137345	33137345	2023_176606	33137345_1	1_4_1463	75
39123	intersecting or downstream	33169826	33169826	2023_39123	33169826_1	1_7_8871	100
206739	outside	33193078	33193078	2023_206739	33193078_1	NA	65
194182	intersecting or downstream	33226166	33226166	2023_194182	33226166_1	1_7_59757	100
206732	outside	33258614	33258614	2023_206732	33258614_1	1_4_1217	100
123778	intersecting or downstream	33276886	33276886	2023_123778	33276886_1	1_7_11715	100
166819	outside	33340974	33340974	2023_166819	33340974_1	NA	100
582	outside	33342582	33342582	2023_582	33342582_1	1_7_226912	100
39229	intersecting or downstream	33374290	33374290	2023_39229	33374290_1	1_4_123	100
123782	intersecting or downstream	33375190	33375190	2023_123782	33375190_1	1_7_11711	100
238591	intersecting or downstream	33452306	33452306	2023_238591	33452306_1	NA	66
144047	outside	33506518	33506518	2023_144047	33506518_1	1_7_49556	100
241378	intersecting or downstream	33525906	33525906	2023_241378	33525906_1	NA	63
90382	intersecting or downstream	33537438	33537438	2023_90382	33537438_1	1_7_26539	100
39233	intersecting or downstream	33552722	33552722	2023_39233	33552722_1	1_4_127	100
56562	intersecting or downstream	33554418	33554418	2023_56562	33554418_1	1_7_119642	95
180393	intersecting or downstream	33596349	33596349	2023_180393	33596349_1	NA	100
38434	outside	33660150	33660150	2023_38434	33660150_1	1_7_79649	37
123028	outside	33674678	33674678	2023_123028	33674678_1	NA	90
39249	intersecting or downstream	33700178	33700178	2023_39249	33700178_1	1_4_143	100
206670	outside	33713014	33713014	2023_206670	33713014_1	1_7_34555	100
137721	outside	33716086	33716086	2023_137721	33716086_1	NA	4
252525	outside	33716726	33716726	2023_252525	33716726_1	1_4_690	100
123546	intersecting or downstream	33748950	33748950	2023_123546	33748950_1	NA	15
197235	intersecting or downstream	33769366	33769366	2023_197235	33769366_1	1_4_316	102
218823	outside	33784706	33784706	2023_218823	33784706_1	1_4_23	100
241605	intersecting or downstream	33884114	33884114	2023_241605	33884114_1	NA	51
241582	intersecting or downstream	33892306	33892306	2023_241582	33892306_1	NA	8
166730	outside	33932534	33932534	2023_166730	33932534_1	NA	40
113050	outside	33943798	33943798	2023_113050	33943798_1	1_7_215272	100
212348	intersecting or downstream	33945778	33945778	2023_212348	33945778_1	NA	100
218787	intersecting or downstream	33967538	33967538	2023_218787	33967538_1	1_4_1028	100
39363	intersecting or downstream	33967602	33967602	2023_39363	33967602_1	1_4_257	100
39451	intersecting or downstream	34028018	34028018	2023_39451	34028018_1	1_4_1847	100
123788	intersecting or downstream	34030550	34030550	2023_123788	34030550_1	NA	100
224806	intersecting or downstream	34065910	34065910	2023_224806	34065910_1	1_4_1383	52
209470	outside	34159154	34159154	2023_209470	34159154_1	1_4_1511	100
180398	intersecting or downstream	34168765	34168765	2023_180398	34168765_1	1_7_210209	100
213839	intersecting or downstream	34170706	34170706	2023_213839	34170706_1	NA	100
144036	outside	34219222	34219222	2023_144036	34219222_1	NA	100
212373	intersecting or downstream	34223538	34223538	2023_212373	34223538_1	1_4_346	100
255383	intersecting or downstream	34266642	34266642	2023_255383	34266642_1	NA	100
103412	outside	34273078	34273078	2023_103412	34273078_1	1_4_1891	100
252558	outside	34281974	34281974	2023_252558	34281974_1	1_4_714	100
200619	outside	34284438	34284438	2023_200619	34284438_1	1_7_28316	73
180397	intersecting or downstream	34284477	34284477	2023_180397	34284477_1	1_7_210210	100
39434	intersecting or downstream	34286066	34286066	2023_39434	34286066_1	1_4_1864	100
212394	intersecting or downstream	34302642	34302642	2023_212394	34302642_1	1_7_26873	63
5596	outside	34342878	34342878	2023_5596	34342878_1	NA	100
255416	intersecting or downstream	34385938	34385938	2023_255416	34385938_1	NA	20
56559	intersecting or downstream	34413554	34413554	2023_56559	34413554_1	NA	100
39381	intersecting or downstream	34430450	34430450	2023_39381	34430450_1	1_4_275	100
238741	outside	34521298	34521298	2023_238741	34521298_1	1_4_67	100
39092	intersecting or downstream	34573394	34573394	2023_39092	34573394_1	NA	100
224947	intersecting or downstream	34584438	34584438	2023_224947	34584438_1	NA	100
5585	outside	34588638	34588638	2023_5585	34588638_1	NA	100
224932	intersecting or downstream	34596726	34596726	2023_224932	34596726_1	NA	100
213841	intersecting or downstream	34608978	34608978	2023_213841	34608978_1	NA	100
39134	intersecting or downstream	34628002	34628002	2023_39134	34628002_1	1_7_8860	100
144040	outside	34694358	34694358	2023_144040	34694358_1	NA	100
102601	intersecting or downstream	34785014	34785014	2023_102601	34785014_1	NA	100
260899	intersecting or downstream	34813193	34813193	2023_260899	34813193_1	NA	100
238639	intersecting or downstream	34835218	34835218	2023_238639	34835218_1	1_4_895	100
19762	outside	34859457	34859457	2023_19762	34859457_1	1_7_157561	100
201259	outside	34909398	34909398	2023_201259	34909398_1	NA	100
255355	intersecting or downstream	34910738	34910738	2023_255355	34910738_1	1_4_434	100
104296	outside	34912606	34912606	2023_104296	34912606_1	1_4_1652	100
92549	intersecting or downstream	34926385	34926385	2023_92549	34926385_1	NA	10
39171	intersecting or downstream	34959442	34959442	2023_39171	34959442_1	NA	100
123530	intersecting or downstream	34965462	34965462	2023_123530	34965462_1	NA	46
238734	outside	34988242	34988242	2023_238734	34988242_1	NA	100
224937	intersecting or downstream	34989942	34989942	2023_224937	34989942_1	NA	100
218789	intersecting or downstream	35016114	35016114	2023_218789	35016114_1	1_4_1030	100
5560	outside	35022814	35022814	2023_5560	35022814_1	NA	100
39169	intersecting or downstream	35024978	35024978	2023_39169	35024978_1	1_7_7772	100
169155	outside	35085062	35085062	2023_169155	35085062_1	NA	100
218775	intersecting or downstream	35098034	35098034	2023_218775	35098034_1	1_7_1636	100
37815	outside	35110518	35110518	2023_37815	35110518_1	NA	100
218816	intersecting or downstream	35111602	35111602	2023_218816	35111602_1	1_4_954	100
144017	outside	35181782	35181782	2023_144017	35181782_1	NA	100
39408	intersecting or downstream	35196402	35196402	2023_39408	35196402_1	NA	100
144031	outside	35202262	35202262	2023_144031	35202262_1	NA	100
224818	intersecting or downstream	35278326	35278326	2023_224818	35278326_1	1_4_1395	100
175047	intersecting or downstream	35301441	35301441	2023_175047	35301441_1	NA	52
39950	outside	35317854	35317854	2023_39950	35317854_1	NA	64
123771	intersecting or downstream	35323606	35323606	2023_123771	35323606_1	NA	73
39215	intersecting or downstream	35356754	35356754	2023_39215	35356754_1	NA	100
214070	intersecting or downstream	35429494	35429494	2023_214070	35429494_1	NA	19
45962	intersecting or downstream	35439478	35439478	2023_45962	35439478_1	NA	100
