sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source	area_class	sac
LIMOPG0060	LIMOPG0060	33	18659922	18659922	watersurfaces_hab_v5	1	1
LIMLOM0067	LIMLOM0067	33	18680182	18680182	watersurfaces_hab_v5	3	1
615491_v2014	615491_v2014	33	18768614	18768614	original sample frame	1	0
LIMBRE0288	LIMBRE0288	33	18772114	18772114	watersurfaces_hab_v5	2	1
ANTANT0238	ANTANT0238	33	18783165	18783165	watersurfaces_hab_v5	1	0
ANTMOL0164	ANTMOL0164	33	19205238	19205238	watersurfaces_hab_v5	4	1
LIMOVP0220	LIMOVP0220	33	19210514	19210514	watersurfaces_hab_v5	1	0
ANTMOL0576	ANTMOL0576	33	19243126	19243126	watersurfaces_hab_v5	1	1
ANTANT0297	ANTANT0297	33	19512253	19512253	original sample frame/assessments monitoring cycle 1	3	0
LIMKIN0216	LIMKIN0216	33	19542418	19542418	watersurfaces_hab_v5	2	1
ANTBAL0456	ANTBAL0456	33	19687286	19687286	watersurfaces_hab_v5	1	1
627050_v2023	627050_v2023	33	19976937	19976937	watersurfaces_hab_v5	1	1
672009_v2014	672009_v2014	33	20194473	20194473	original sample frame	2	0
ANTGEE0845	ANTGEE0845	33	20245238	20245238	watersurfaces_hab_v5	1	1
ANTGEE0885	ANTGEE0885	33	20589366	20589366	watersurfaces_hab_v5	1	1
511989_v2018	511989_v2018	33	20780713	20780713	watersurfaces_hab_v5	1	1
OVLLOK0354	OVLLOK0354	33	20840361	20840361	original sample frame/assessments monitoring cycle 1	1	1
VBRLKB0006	VBRLKB0006	33	21180089	21180089	original sample frame	1	0
WVLDIK0776	WVLDIK0776	33	21364209	21364209	watersurfaces_hab_v5	1	0
LIMZNH0577	LIMZNH0577	33	21827302	21827302	watersurfaces_hab_v5	1	1
WVLOSK0053	WVLOSK0053	33	21870657	21870657	assessments monitoring cycle 1	1	1
VBRARS0043	VBRARS0043	33	21880966	21880966	watersurfaces_hab_v5	1	1
VBRARS0551	VBRARS0551	33	21880966	21880966	watersurfaces_hab_v5	1	1
LIMBIL0097	LIMBIL0097	33	22046514	22046514	watersurfaces_hab_v5	2	1
LIMZNH0252	LIMZNH0252	33	22351590	22351590	watersurfaces_hab_v5	1	1
ANTBRM0271	ANTBRM0271	33	22394089	22394089	original sample frame	1	0
ANTMOL0622	ANTMOL0622	33	22595830	22595830	watersurfaces_hab_v5	1	0
ANTRIJ0030	ANTRIJ0030	33	22672542	22672542	assessments monitoring cycle 1	1	1
ANTMOL0611	ANTMOL0611	33	22706678	22706678	original sample frame	1	0
LIMHAS0619	LIMHAS0619	33	22707942	22707942	watersurfaces_hab_v5	2	1
LIMDPB0038	LIMDPB0038	33	22894898	22894898	watersurfaces_hab_v5	1	1
LIMHVL0144	LIMHVL0144	33	22974134	22974134	watersurfaces_hab_v5	3	1
ANTGEE0166	ANTGEE0166	33	23123702	23123702	original sample frame	1	1
ANTBOE0034	ANTBOE0034	33	23450262	23450262	original sample frame	1	0
ANTDES0037	ANTDES0037	33	23578742	23578742	original sample frame	1	1
OVLLOK0182	OVLLOK0182	33	23609257	23609257	original sample frame	1	1
LIMDPB0057	LIMDPB0057	33	23681330	23681330	original sample frame/assessments monitoring cycle 1	2	1
LIMZNH0576	LIMZNH0576	33	23924454	23924454	watersurfaces_hab_v5	3	1
ANTKAS0431	ANTKAS0431	33	23924726	23924726	original sample frame/assessments monitoring cycle 1	1	1
ANTZAN0176	ANTZAN0176	33	23999702	23999702	assessments monitoring cycle 1	1	0
VBRDIE0145	VBRDIE0145	33	24271926	24271926	watersurfaces_hab_v5	1	0
VBRSZI0435	VBRSZI0435	33	24339766	24339766	original sample frame/assessments monitoring cycle 1	1	1
ANTBAL0187	ANTBAL0187	33	24522614	24522614	watersurfaces_hab_v5	1	1
455708_v2016	455708_v2016	33	24657833	24657833	original sample frame	1	1
LIMHHE0285	LIMHHE0285	33	24763090	24763090	original sample frame/assessments monitoring cycle 1	2	1
OVLNIN0135	OVLNIN0135	33	24844281	24844281	original sample frame	1	0
WVLOSK0528	WVLOSK0528	33	24980417	24980417	watersurfaces_hab_v5	1	1
ANTGEE0305	ANTGEE0305	33	25113078	25113078	original sample frame/assessments monitoring cycle 1	1	1
VBRHIL0006	VBRHIL0006	33	25466374	25466374	original sample frame	1	1
ANTMOL0143	ANTMOL0143	33	25662582	25662582	original sample frame/assessments monitoring cycle 1	2	1
LIMZNH0101	LIMZNH0101	33	25845430	25845430	watersurfaces_hab_v5	1	1
ANTMOL0139	ANTMOL0139	33	25947254	25947254	watersurfaces_hab_v5	3	1
LIMZNH0273	LIMZNH0273	33	26582710	26582710	watersurfaces_hab_v5	1	1
ANTKAS0259	ANTKAS0259	33	26800118	26800118	watersurfaces_hab_v5	1	1
ANTGEE0177	ANTGEE0177	33	26810102	26810102	watersurfaces_hab_v5	1	1
ANTGEE1016	ANTGEE1016	33	26831670	26831670	watersurfaces_hab_v5	1	1
ANTMEC0283	ANTMEC0283	33	27007766	27007766	original sample frame	1	0
511990_v2018	511990_v2018	33	27072169	27072169	watersurfaces_hab_v5	1	1
LIMHDS0068	LIMHDS0068	33	27300838	27300838	original sample frame	1	0
LIMZNH0554	LIMZNH0554	33	27348662	27348662	watersurfaces_hab_v5	1	1
OVLDND0331	OVLDND0331	33	27487913	27487913	original sample frame	1	0
WVLOSK0693	WVLOSK0693	33	27732929	27732929	watersurfaces_hab_v5	1	1
VBRSZI0243	VBRSZI0243	33	27747638	27747638	original sample frame/assessments monitoring cycle 1	1	1
LIMHEC0201	LIMHEC0201	33	27894546	27894546	watersurfaces_hab_v5	1	1
ANTBAL0461	ANTBAL0461	33	28075894	28075894	watersurfaces_hab_v5	1	1
ANTWIL0038	ANTWIL0038	33	28245225	28245225	watersurfaces_hab_v5	1	0
ANTZAN0175	ANTZAN0175	33	28382422	28382422	original sample frame/assessments monitoring cycle 1	2	0
ANTTUR0245	ANTTUR0245	33	28464174	28464174	original sample frame	1	0
ANTBAL0380	ANTBAL0380	33	28747638	28747638	watersurfaces_hab_v5	1	1
LIMZNH0163	LIMZNH0163	33	28876470	28876470	watersurfaces_hab_v5	2	1
LIMKIN0118	LIMKIN0118	33	28979602	28979602	watersurfaces_hab_v5	1	1
ANTANT0082	ANTANT0082	33	29020457	29020457	original sample frame	1	0
VBRDIE0220	VBRDIE0220	33	29101494	29101494	assessments monitoring cycle 1	1	1
LIMHEC0145	LIMHEC0145	33	29196918	29196918	watersurfaces_hab_v5	1	1
LIMZNH0256	LIMZNH0256	33	29400758	29400758	original sample frame	1	1
172689_v2020	172689_v2020	33	29418665	29418665	watersurfaces_hab_v5	2	0
OVLBLE0239	OVLBLE0239	33	29431465	29431465	watersurfaces_hab_v5	1	1
626907_v2023	626907_v2023	33	29479657	29479657	watersurfaces_hab_v5	2	1
VBRSZI0278	VBRSZI0278	33	29582646	29582646	original sample frame	1	1
ANTGEE0629	ANTGEE0629	33	29802230	29802230	original sample frame	1	0
ANTBAL0705	ANTBAL0705	33	29910902	29910902	original sample frame	1	1
OVLBLE0279	OVLBLE0279	33	29976233	29976233	watersurfaces_hab_v5	1	1
WVLDIK0781	WVLDIK0781	33	29990385	29990385	watersurfaces_hab_v5	1	0
LIMBIL0114	LIMBIL0114	33	30103346	30103346	original sample frame	1	1
653321_v2023	653321_v2023	33	30209257	30209257	watersurfaces_hab_v5	1	1
ANTARE0298	ANTARE0298	33	30373422	30373422	watersurfaces_hab_v5	1	1
VBRDIE0236	VBRDIE0236	33	30537782	30537782	original sample frame	1	1
OVLLOK0063	OVLLOK0063	33	30601321	30601321	assessments monitoring cycle 1	1	1
ANTANT0251	ANTANT0251	33	30645181	30645181	original sample frame	1	0
OVLBLE0248	OVLBLE0248	33	30865065	30865065	watersurfaces_hab_v5	3	1
ANTGEE0115	ANTGEE0115	33	31037174	31037174	watersurfaces_hab_v5	1	1
ANTARE0278	ANTARE0278	33	31136494	31136494	watersurfaces_hab_v5	2	1
ANTGEE0036	ANTGEE0036	33	31206198	31206198	original sample frame	1	1
629895_v2023	629895_v2023	33	31273106	31273106	watersurfaces_hab_v5	1	1
ANTGEE0143	ANTGEE0143	33	31315702	31315702	original sample frame	1	1
ANTANT0468	ANTANT0468	33	31336745	31336745	watersurfaces_hab_v5	2	0
ANTBCT0252	ANTBCT0252	33	31398110	31398110	assessments monitoring cycle 1	1	1
ANTBAL0514	ANTBAL0514	33	31418230	31418230	watersurfaces_hab_v5	1	1
LIMHVL0092	LIMHVL0092	33	31466166	31466166	assessments monitoring cycle 1	3	1
OVLGNT0436	OVLGNT0436	33	31774153	31774153	original sample frame	1	0
177794_v2023	177794_v2023	33	32153481	32153481	watersurfaces_hab_v5	1	1
LIMHMA0272	LIMHMA0272	33	32293394	32293394	watersurfaces_hab_v5	2	1
VBRDIE0252	VBRDIE0252	33	32307254	32307254	watersurfaces_hab_v5	1	1
514923_v2018	514923_v2018	33	32637330	32637330	watersurfaces_hab_v5	1	1
VBRDIE0376	VBRDIE0376	33	33356854	33356854	watersurfaces_hab_v5	1	0
WVLOSK0527	WVLOSK0527	33	33369025	33369025	watersurfaces_hab_v5	1	1
OVLGER0219	OVLGER0219	33	33415385	33415385	watersurfaces_hab_v5	1	1
ANTGEE0868	ANTGEE0868	33	33549046	33549046	watersurfaces_hab_v5	1	1
LIMGNK0035	LIMGNK0035	33	33958194	33958194	original sample frame/assessments monitoring cycle 1	2	1
ANTBAL0451	ANTBAL0451	33	34060150	34060150	original sample frame	1	1
LIMSTT0069	LIMSTT0069	33	34121190	34121190	original sample frame	1	1
LIMBIL0092	LIMBIL0092	33	34297650	34297650	original sample frame	1	1
WVLDIK1039	WVLDIK1039	33	34487793	34487793	watersurfaces_hab_v5	3	0
ANTTUR0627	ANTTUR0627	33	34492406	34492406	watersurfaces_hab_v5	1	1
ANTBSE0058	ANTBSE0058	33	34675358	34675358	original sample frame	1	0
WVLDAM0444	WVLDAM0444	33	34686401	34686401	watersurfaces_hab_v5	1	0
LIMMSK0183	LIMMSK0183	33	34785682	34785682	watersurfaces_hab_v5	1	1
516172_v2023	516172_v2023	33	35077057	35077057	watersurfaces_hab_v5	1	1
ANTMOL0036	ANTMOL0036	33	35123318	35123318	original sample frame/assessments monitoring cycle 1	4	0
ANTMOL0019	ANTMOL0019	33	35178742	35178742	watersurfaces_hab_v5	1	0
LIMZNH0019	LIMZNH0019	33	35282614	35282614	watersurfaces_hab_v5	1	1
ANTMEC0280	ANTMEC0280	33	35396374	35396374	original sample frame	1	0
ANTMEC0281	ANTMEC0281	33	35396374	35396374	original sample frame	1	0
ANTBAL0519	ANTBAL0519	33	35612534	35612534	watersurfaces_hab_v5	1	1
429667_v2023	429667_v2023	33	35626217	35626217	watersurfaces_hab_v5	1	0
ANTRAV0381	ANTRAV0381	33	35664174	35664174	original sample frame	2	0
ANTBOE0063	ANTBOE0063	33	36033174	36033174	original sample frame	1	0
WVLDAM0084	WVLDAM0084	33	36218305	36218305	watersurfaces_hab_v5	1	0
653296_v2023	653296_v2023	33	36238569	36238569	original sample frame	3	1
LIMHEC0128	LIMHEC0128	33	36242038	36242038	assessments monitoring cycle 1	1	1
514550_v2023	514550_v2023	33	36323241	36323241	original sample frame	2	1
ANTBAL0444	ANTBAL0444	33	36464502	36464502	watersurfaces_hab_v5	1	1
LIMGNK0081	LIMGNK0081	33	36497714	36497714	watersurfaces_hab_v5	2	1
WVLDIK0136	WVLDIK0136	33	36543985	36543985	original sample frame/assessments monitoring cycle 1	1	0
LIMBIL0067	LIMBIL0067	33	36656946	36656946	original sample frame	2	1
LIMKIN0058	LIMKIN0058	33	36927890	36927890	watersurfaces_hab_v5	2	1
ANTKAS0429	ANTKAS0429	33	37064694	37064694	watersurfaces_hab_v5	1	1
LIMZNH0188	LIMZNH0188	33	37658294	37658294	watersurfaces_hab_v5	1	1
ANTOTH0110	ANTOTH0110	33	37693998	37693998	watersurfaces_hab_v5	2	1
LIMZNH0539	LIMZNH0539	33	37899958	37899958	assessments monitoring cycle 1	3	1
VBRLKB0028	VBRLKB0028	33	37957305	37957305	watersurfaces_hab_v5	1	0
ANTBAL0761	ANTBAL0761	33	38168438	38168438	watersurfaces_hab_v5	1	1
629217_v2020	629217_v2020	33	38524662	38524662	watersurfaces_hab_v5	1	1
ANTKAS0331	ANTKAS0331	33	38753526	38753526	watersurfaces_hab_v5	1	0
ANTGEE0193	ANTGEE0193	33	38786806	38786806	original sample frame/assessments monitoring cycle 1	3	1
VBRDIE0275	VBRDIE0275	33	38926390	38926390	watersurfaces_hab_v5	1	1
WVLDIK1027	WVLDIK1027	33	38927857	38927857	original sample frame/assessments monitoring cycle 1	1	0
ANTHST0191	ANTHST0191	33	38957398	38957398	watersurfaces_hab_v5	1	1
VBRSZI0284	VBRSZI0284	33	39019830	39019830	original sample frame	1	1
LIMZNH0548	LIMZNH0548	33	39100086	39100086	watersurfaces_hab_v5	3	1
ANTVOR0148	ANTVOR0148	33	39527638	39527638	watersurfaces_hab_v5	1	0
LIMDPB0098	LIMDPB0098	33	39672114	39672114	watersurfaces_hab_v5	1	1
LIMZNH0091	LIMZNH0091	33	39751398	39751398	watersurfaces_hab_v5	1	1
LIMHHE0030	LIMHHE0030	33	39944118	39944118	watersurfaces_hab_v5	2	1
LIMKIN0044	LIMKIN0044	33	39977362	39977362	watersurfaces_hab_v5	1	1
VBRSZI0325	VBRSZI0325	33	40068406	40068406	original sample frame	1	1
ANTGEE0032	ANTGEE0032	33	40512310	40512310	original sample frame	1	1
ANTGEE0069	ANTGEE0069	33	40512310	40512310	watersurfaces_hab_v5	1	1
VBRARS0370	VBRARS0370	33	40808582	40808582	assessments monitoring cycle 1	1	1
ANTKAS0229	ANTKAS0229	33	40873974	40873974	watersurfaces_hab_v5	1	1
LIMHEC0132	LIMHEC0132	33	41484918	41484918	watersurfaces_hab_v5	1	1
LIMBOC0145	LIMBOC0145	33	41715218	41715218	watersurfaces_hab_v5	1	0
ANTMEC0257	ANTMEC0257	33	41949974	41949974	original sample frame/assessments monitoring cycle 1	1	0
ANTGEE0146	ANTGEE0146	33	42063606	42063606	watersurfaces_hab_v5	2	1
VBRZOU0046	VBRZOU0046	33	42107366	42107366	watersurfaces_hab_v5	1	1
VBRSZI0273	VBRSZI0273	33	42165558	42165558	original sample frame	1	1
LIMLNK0101	LIMLNK0101	33	42203634	42203634	watersurfaces_hab_v5	2	1
629030_v2020	629030_v2020	33	42456822	42456822	watersurfaces_hab_v5	1	1
ANTOTH0292	ANTOTH0292	33	42484270	42484270	watersurfaces_hab_v5	1	0
ANTBAL0762	ANTBAL0762	33	42592118	42592118	original sample frame	1	1
ANTBAL0561	ANTBAL0561	33	42845046	42845046	original sample frame	1	1
ANTBRS0118	ANTBRS0118	33	42913758	42913758	watersurfaces_hab_v5	1	1
LIMZNH0106	LIMZNH0106	33	42950326	42950326	watersurfaces_hab_v5	1	1
ANTBAL0658	ANTBAL0658	33	43030390	43030390	watersurfaces_hab_v5	1	1
LIMZNH0507	LIMZNH0507	33	43035346	43035346	original sample frame/assessments monitoring cycle 1	2	1
ANTGEE0453	ANTGEE0453	33	43171574	43171574	original sample frame	1	0
LIMZNH0479	LIMZNH0479	33	43359926	43359926	watersurfaces_hab_v5	1	1
ANTLIL0157	ANTLIL0157	33	43459030	43459030	watersurfaces_hab_v5	1	1
LIMDST0074	LIMDST0074	33	43597906	43597906	watersurfaces_hab_v5	1	1
401208_v2020	401208_v2020	33	43655401	43655401	watersurfaces_hab_v5	1	1
623461_v2023	623461_v2023	33	43985454	43985454	watersurfaces_hab_v5	1	1
LIMKIN0121	LIMKIN0121	33	44171666	44171666	watersurfaces_hab_v5	1	1
LIMBOC0027	LIMBOC0027	33	44336658	44336658	watersurfaces_hab_v5	1	0
513023_v2018	513023_v2018	33	44520169	44520169	watersurfaces_hab_v5	1	1
VBRSZI0248	VBRSZI0248	33	44524854	44524854	original sample frame	1	1
VBRARS0360	VBRARS0360	33	44540038	44540038	watersurfaces_hab_v5	1	1
WVLOSK0263	WVLOSK0263	33	44546113	44546113	watersurfaces_hab_v5	1	0
LIMHLN0071	LIMHLN0071	33	44801078	44801078	original sample frame	1	0
ANTBAL0438	ANTBAL0438	33	45049718	45049718	watersurfaces_hab_v5	1	1
ANTBAL0140	ANTBAL0140	33	45494134	45494134	watersurfaces_hab_v5	1	1
ANTKAS0266	ANTKAS0266	33	45674486	45674486	watersurfaces_hab_v5	1	1
LIMBOC0121	LIMBOC0121	33	45909522	45909522	watersurfaces_hab_v5	1	0
WVLOSK0530	WVLOSK0530	33	45951937	45951937	watersurfaces_hab_v5	1	1
WVLOSK0531	WVLOSK0531	33	45951937	45951937	watersurfaces_hab_v5	1	1
ANTOTH0316	ANTOTH0316	33	46023214	46023214	watersurfaces_hab_v5	3	0
LIMHVL0465	LIMHVL0465	33	46370486	46370486	original sample frame	1	1
LIMBRE0284	LIMBRE0284	33	46477458	46477458	watersurfaces_hab_v5	1	1
451806_v2016	451806_v2016	33	46809001	46809001	watersurfaces_hab_v5	1	1
ANTANT0253	ANTANT0253	33	46898109	46898109	original sample frame	1	0
ANTBAL0429	ANTBAL0429	33	47179638	47179638	original sample frame	1	1
ANTKAS0194	ANTKAS0194	33	47550454	47550454	watersurfaces_hab_v5	1	1
VBRARS0554	VBRARS0554	33	47685766	47685766	watersurfaces_hab_v5	1	1
LIMKIN0018	LIMKIN0018	33	47861906	47861906	original sample frame	1	1
426880_v2020	426880_v2020	33	47868210	47868210	watersurfaces_hab_v5	1	1
LIMKIN0100	LIMKIN0100	33	48443794	48443794	watersurfaces_hab_v5	2	1
OVLLOK0298	OVLLOK0298	33	48661417	48661417	original sample frame	1	1
LIMKIN0235	LIMKIN0235	33	48686562	48686562	watersurfaces_hab_v5	1	1
LIMMSK0116	LIMMSK0116	33	48760658	48760658	watersurfaces_hab_v5	1	0
VBRDIE0209	VBRDIE0209	33	48954806	48954806	watersurfaces_hab_v5	1	1
549749_v2018	549749_v2018	33	48992786	48992786	watersurfaces_hab_v5	1	1
ANTWES0416	ANTWES0416	33	49000246	49000246	original sample frame	1	0
LIMPEE0584	LIMPEE0584	33	49137426	49137426	watersurfaces_hab_v5	1	1
ANTMOL0556	ANTMOL0556	33	49138806	49138806	watersurfaces_hab_v5	1	1
OVLDNL0063	OVLDNL0063	33	49163257	49163257	watersurfaces_hab_v5	1	1
LIMKIN0227	LIMKIN0227	33	49164690	49164690	watersurfaces_hab_v5	1	1
ANTWIL0003	ANTWIL0003	33	49216745	49216745	watersurfaces_hab_v5	1	0
ANTBAL0584	ANTBAL0584	33	49321846	49321846	watersurfaces_hab_v5	1	1
514922_v2018	514922_v2018	33	49414546	49414546	watersurfaces_hab_v5	1	1
ANTKAS0131	ANTKAS0131	33	49868790	49868790	watersurfaces_hab_v5	1	1
LIMLUM0233	LIMLUM0233	33	49902262	49902262	watersurfaces_hab_v5	1	0
WVLDIK0775	WVLDIK0775	33	49913329	49913329	watersurfaces_hab_v5	1	0
VBRDIE0373	VBRDIE0373	33	50134070	50134070	watersurfaces_hab_v5	1	0
VBRDIE0374	VBRDIE0374	33	50134070	50134070	watersurfaces_hab_v5	1	0
LIMLNK0018	LIMLNK0018	33	50222322	50222322	original sample frame/assessments monitoring cycle 1	3	1
429666_v2023	429666_v2023	33	50306281	50306281	watersurfaces_hab_v5	1	0
WVLHOU0688	WVLHOU0688	33	50537425	50537425	watersurfaces_hab_v5	1	1
LIMBRE0319	LIMBRE0319	33	50598034	50598034	watersurfaces_hab_v5	1	1
LIMZNH0174	LIMZNH0174	33	50634422	50634422	watersurfaces_hab_v5	2	1
VBRLKB0034	VBRLKB0034	33	50802361	50802361	watersurfaces_hab_v5	1	0
LIMDST0178	LIMDST0178	33	50866514	50866514	original sample frame/assessments monitoring cycle 1	2	1
LIMZNH0044	LIMZNH0044	33	51011254	51011254	watersurfaces_hab_v5	2	1
ANTOTH0078	ANTOTH0078	33	51079726	51079726	watersurfaces_hab_v5	2	1
ANTBAL0493	ANTBAL0493	33	51144566	51144566	watersurfaces_hab_v5	1	1
LIMBOC0235	LIMBOC0235	33	51196050	51196050	watersurfaces_hab_v5	2	1
ANTOTH0013	ANTOTH0013	33	51392814	51392814	original sample frame	1	1
VBRDIE0181	VBRDIE0181	33	51509302	51509302	original sample frame	1	1
ANTRIJ0055	ANTRIJ0055	33	51586206	51586206	original sample frame	1	0
ANTWIL0169	ANTWIL0169	33	51682537	51682537	watersurfaces_hab_v5	1	0
LIMLUM0401	LIMLUM0401	33	51728822	51728822	original sample frame/assessments monitoring cycle 1	2	1
ANTHST0331	ANTHST0331	33	51917142	51917142	watersurfaces_hab_v5	1	1
ANTBAL0585	ANTBAL0585	33	52062070	52062070	watersurfaces_hab_v5	1	1
597455_v2023	597455_v2023	33	52182062	52182062	watersurfaces_hab_v5	2	1
VBRARS0052	VBRARS0052	33	52289670	52289670	original sample frame/assessments monitoring cycle 1	1	1
ANTMEE0161	ANTMEE0161	33	52350454	52350454	watersurfaces_hab_v5	1	1
LIMGNK0133	LIMGNK0133	33	52583890	52583890	watersurfaces_hab_v5	1	0
ANTMOL0148	ANTMOL0148	33	52743286	52743286	watersurfaces_hab_v5	3	1
VBRSZI0220	VBRSZI0220	33	52913462	52913462	original sample frame	1	1
LIMMGR0271	LIMMGR0271	33	52931538	52931538	watersurfaces_hab_v5	1	1
LIMHMA0021	LIMHMA0021	33	53264914	53264914	watersurfaces_hab_v5	1	1
LIMHAS0281	LIMHAS0281	33	53307110	53307110	assessments monitoring cycle 1	1	0
LIMMSK0143	LIMMSK0143	33	53425298	53425298	watersurfaces_hab_v5	1	1
ANTBAL0141	ANTBAL0141	33	53516150	53516150	watersurfaces_hab_v5	1	1
426733_v2020	426733_v2020	33	53591346	53591346	watersurfaces_hab_v5	1	1
ANTGEE0119	ANTGEE0119	33	53597942	53597942	original sample frame	1	1
WVLOSK0524	WVLOSK0524	33	53816257	53816257	watersurfaces_hab_v5	1	1
ANTBAL0600	ANTBAL0600	33	53913462	53913462	watersurfaces_hab_v5	1	1
ANTTUR0081	ANTTUR0081	33	54239534	54239534	watersurfaces_hab_v5	2	1
LIMGNK0087	LIMGNK0087	33	54507826	54507826	watersurfaces_hab_v5	2	1
130428_v2023	130428_v2023	33	54642345	54642345	watersurfaces_hab_v5	1	1
ANTZAN0122	ANTZAN0122	33	55121110	55121110	original sample frame/assessments monitoring cycle 1	3	0
VBRARS0365	VBRARS0365	33	55435398	55435398	watersurfaces_hab_v5	1	1
ANTTUR0125	ANTTUR0125	33	55463926	55463926	watersurfaces_hab_v5	1	1
493047_v2018	493047_v2018	33	55519790	55519790	watersurfaces_hab_v5	1	1
LIMHLN0090	LIMHLN0090	33	55532598	55532598	watersurfaces_hab_v5	1	0
LIMMSM0105	LIMMSM0105	33	55633234	55633234	watersurfaces_hab_v5	1	1
ANTBAL0166	ANTBAL0166	33	55979894	55979894	watersurfaces_hab_v5	1	1
OVLGNT0748	OVLGNT0748	33	56013449	56013449	original sample frame	1	0
ANTGEE0179	ANTGEE0179	33	56743670	56743670	watersurfaces_hab_v5	1	1
VBRSZI0258	VBRSZI0258	33	56845622	56845622	original sample frame	1	1
OVLDSB0154	OVLDSB0154	33	56884617	56884617	original sample frame	1	1
426548_v2020	426548_v2020	33	56908082	56908082	watersurfaces_hab_v5	1	1
VBRSZI0062	VBRSZI0062	33	57185590	57185590	original sample frame	1	1
ANTGEE1082	ANTGEE1082	33	57404150	57404150	watersurfaces_hab_v5	1	1
642464_v2023	642464_v2023	33	57530102	57530102	watersurfaces_hab_v5	1	1
ANTBAL0403	ANTBAL0403	33	57632630	57632630	watersurfaces_hab_v5	1	1
ANTZAN0051	ANTZAN0051	33	57639126	57639126	watersurfaces_hab_v5	1	1
OVLKRU0197	OVLKRU0197	33	57662761	57662761	watersurfaces_hab_v5	3	1
LIMHMA0052	LIMHMA0052	33	57721362	57721362	watersurfaces_hab_v5	1	1
ANTMOL0730	ANTMOL0730	33	57789558	57789558	watersurfaces_hab_v5	3	1
ANTWIL0121	ANTWIL0121	33	57973993	57973993	watersurfaces_hab_v5	1	0
ANTMOL0620	ANTMOL0620	33	58247414	58247414	watersurfaces_hab_v5	1	0
ANTMOL0734	ANTMOL0734	33	58313846	58313846	watersurfaces_hab_v5	1	1
LIMHLN0136	LIMHLN0136	33	58498102	58498102	original sample frame	1	1
WVLDIK1021	WVLDIK1021	33	58772209	58772209	watersurfaces_hab_v5	1	0
ANTKAS0126	ANTKAS0126	33	58789878	58789878	watersurfaces_hab_v5	1	1
OVLBLE0182	OVLBLE0182	33	58820265	58820265	watersurfaces_hab_v5	3	1
514888_v2018	514888_v2018	33	58882450	58882450	watersurfaces_hab_v5	1	1
VBRSZI0241	VBRSZI0241	33	58942774	58942774	original sample frame	1	1
LIMKIN0238	LIMKIN0238	33	59172322	59172322	watersurfaces_hab_v5	1	1
ANTWUU0153	ANTWUU0153	33	59364830	59364830	assessments monitoring cycle 1	3	1
ANTNIJ0045	ANTNIJ0045	33	59464854	59464854	watersurfaces_hab_v5	1	1
LIMMSK0151	LIMMSK0151	33	59607442	59607442	assessments monitoring cycle 1	1	1
ANTKAS0278	ANTKAS0278	33	59871222	59871222	original sample frame	1	1
ANTBAL0709	ANTBAL0709	33	59893622	59893622	original sample frame	1	1
LIMHLN0162	LIMHLN0162	33	60185766	60185766	watersurfaces_hab_v5	1	1
LIMHAS0629	LIMHAS0629	33	60269286	60269286	assessments monitoring cycle 1	3	0
OVLBLE0193	OVLBLE0193	33	60384937	60384937	watersurfaces_hab_v5	1	1
LIMMSK0356	LIMMSK0356	33	60503186	60503186	watersurfaces_hab_v5	1	1
506642_v2020	506642_v2020	33	60593769	60593769	original sample frame	1	1
VBRKRB0004	VBRKRB0004	33	60837318	60837318	watersurfaces_hab_v5	1	1
VBRBOU0097	VBRBOU0097	33	60844422	60844422	original sample frame	1	0
LIMZNH0029	LIMZNH0029	33	60923574	60923574	watersurfaces_hab_v5	1	1
662090_v2023	662090_v2023	33	61004733	61004733	watersurfaces_hab_v5	1	0
ANTGEE0038	ANTGEE0038	33	61025078	61025078	watersurfaces_hab_v5	1	1
VBRSZI0292	VBRSZI0292	33	61039926	61039926	original sample frame	1	1
VBRSZI0283	VBRSZI0283	33	61302070	61302070	original sample frame	1	1
441059_v2016	441059_v2016	33	61489065	61489065	original sample frame	1	1
154059_v2023	154059_v2023	33	61740713	61740713	watersurfaces_hab_v5	1	1
ANTTUR0342	ANTTUR0342	33	61755382	61755382	watersurfaces_hab_v5	1	1
ANTTUR0345	ANTTUR0345	33	61852662	61852662	watersurfaces_hab_v5	2	1
575258_v2016	575258_v2016	33	62198378	62198378	watersurfaces_hab_v5	1	1
ANTBAL0373	ANTBAL0373	33	62371702	62371702	original sample frame/assessments monitoring cycle 1	1	1
ANTANT0383	ANTANT0383	33	62794025	62794025	original sample frame/assessments monitoring cycle 1	2	0
LIMZNH0292	LIMZNH0292	33	62824118	62824118	watersurfaces_hab_v5	1	1
WVLOSK0082	WVLOSK0082	33	62830657	62830657	watersurfaces_hab_v5	1	1
VBRDIE0269	VBRDIE0269	33	62848438	62848438	watersurfaces_hab_v5	1	1
VBRSZI0400	VBRSZI0400	33	63137078	63137078	original sample frame	1	1
603412_v2023	603412_v2023	33	63503293	63503293	watersurfaces_hab_v5	1	0
WVLZED0500	WVLZED0500	33	63586049	63586049	watersurfaces_hab_v5	2	1
LIMHEC0039	LIMHEC0039	33	63764242	63764242	watersurfaces_hab_v5	1	1
ANTKAS0213	ANTKAS0213	33	63770614	63770614	original sample frame/assessments monitoring cycle 1	1	1
OVLDEI0194	OVLDEI0194	33	63424201	63956342	original sample frame/assessments monitoring cycle 1	3	0
