polygon_id	grts_ranking	in_object	x	y
517304_v2020	15080705	1	64093.29	206600.49
519096_v2023	30219121	1	51552.91	209450.16
519237_v2023	17841845	1	69709.35	221091.46
519271_v2023	59129525	1	69852.56	221189.87
519288_v2023	31232693	1	64088.88	219905.69
524699_v2023	5027633	1	36079.78	205148.39
527049_v2023	19606529	1	57692.07	210791.71
527181_v2023	31839681	1	72157.88	217585.32
527262_v2023	7513537	1	73621.74	216305.51
528001_v2023	46533745	1	50679.09	214269.39
528515_v2018	54226398	1	164679.23	227262.7
529112_v2018	47032542	1	164190.81	226154.99
529595_v2023	58183101	1	139030.49	220119.5
529648_v2023	23776701	1	139635.99	219747.22
529650_v2023	52923837	1	139882.77	219739.6
530912_v2018	21394142	1	154758.36	232834.61
530918_v2018	24015582	1	155114.69	232751.88
531565_v2023	15498549	1	78796.47	228521.27
532311_v2018	11444342	1	206333	212147.06
533077_v2016	16284382	1	158663.32	228241.35
534853_v2018	9393454	1	189268.92	228745.61
534855_v2018	51074350	1	189111.4	228463.67
534856_v2018	15422766	1	189132.86	228412.44
534875_v2018	23221550	1	189266.17	228158.71
534878_v2018	35804462	1	189224.35	228138.72
534966_v2018	50156846	1	189466.04	228719.04
534967_v2018	35476782	1	189606.47	228701.91
534969_v2018	40719662	1	189482.38	228587.15
534971_v2018	62739758	1	189579.4	228791.43
534999_v2018	11793710	1	189736.35	229225.57
535000_v2018	3405102	1	189786.46	229235.35
535017_v2018	3854638	1	190034.55	228976.89
536516_v2018	29572838	1	216021.73	185599.56
536539_v2018	40637505	1	75505.14	200409.83
536542_v2018	18355265	1	75538.62	200583.36
536544_v2018	29430849	1	75741.55	200718.65
538159_v2018	42932177	1	50558.97	184555.52
538483_v2018	37109505	1	61140.93	205055.7
538819_v2018	38549398	1	166760.02	212843.03
541430_v2016	48919262	1	154656.22	232602.23
543317_v2016	11688686	1	202813.54	223038.77
543405_v2016	3508342	1	205423.31	216786
544450_v2016	2333486	1	195091.94	228218.76
544684_v2016	34629358	1	205159.23	220112.65
545720_v2016	13261550	1	202900	222933.87
545894_v2018	56638465	1	57166.61	212719.08
549749_v2018	48992786	1	229271.21	217394.75
551920_v2016	65864414	1	153223.11	233187.33
554066_v2018	26208082	1	242419.91	196175.42
563481_v2014	29371346	1	230118.1	194488.35
570572_v2018	12262126	1	202302.54	224157.07
571145_v2018	66397137	1	51013.33	184318.85
571735_v2018	54029749	1	61778.51	221931.9
575258_v2016	62198378	1	228271.18	219286.88
577464_v2023	32660206	1	202876.07	222999.3
584539_v2023	8775134	1	165787.99	228043.58
585555_v2020	35841502	1	165408.44	228620.47
585753_v2020	65103326	1	166669.51	228491.54
586712_v2014	11877678	1	186706.46	231582.72
590297_v2018	41153838	1	189756.19	229283.91
595461_v2014	47524818	1	230005.82	194627.36
595561_v2014	11759070	1	164375.2	227019.74
597455_v2023	52182062	1	190194.36	218980.34
597557_v2014	7821870	1	194358.36	225457.57
597718_v2014	41809590	1	212028.78	193602.19
597925_v2014	28313106	1	231309.76	212066.42
598284_v2023	8512990	1	165513.31	227856.95
598450_v2023	28390046	1	180087.89	219536.53
600121_v2018	49650222	1	195358.37	225638.47
600931_v2023	11278558	1	162931.27	225167.83
603246_v2014	23407570	1	230154.48	194548.34
603412_v2023	63503293	1	151059.66	219839.18
605109_v2018	12581569	1	84131.21	216046.31
610112_v2023	4864734	1	158964.61	227790.44
611416_v2023	40860382	1	158483.65	228522.17
611417_v2023	37714654	1	158652.88	228523.92
611484_v2023	59079390	1	158846.62	227926.48
612129_v2023	25319542	1	205754.24	215815.95
612141_v2023	17533046	1	205983.54	217561.5
612226_v2023	15742702	1	205226.74	221730.76
615227_v2023	62321258	1	228350.02	221270.68
615455_v2014	34389321	1	91951.96	217622.71
615491_v2014	18768614	1	210490.05	184130.12
615801_v2023	18097302	1	168982.4	207655.54
617230_v2023	44335838	1	154858.86	233023.71
618148_v2014	32656497	1	50629.55	212472.46
618160_v2014	10218825	1	92174.46	216185.44
618168_v2014	23755573	1	79928.65	225234.96
618242_v2014	41577525	1	78446.91	219201.26
618311_v2014	36039733	1	78291.45	218949.17
618364_v2014	58772337	1	52861.46	209614.06
618366_v2014	20798321	1	52347.73	210016.36
620320_v2023	29556014	1	187311.02	232429.75
620329_v2023	63618350	1	187015.59	231259.37
621985_v2023	47041654	1	207804.02	214166.9
623460_v2023	39529006	1	194657.44	223303.42
623461_v2023	43985454	1	194839.69	223523.21
623520_v2023	8321582	1	196406.54	223595.61
626907_v2023	29479657	1	143595.26	200764.22
627050_v2023	19976937	1	143346.76	200508.09
627846_v2023	58610990	1	188976.07	228122.52
627917_v2023	56579374	1	189355.61	228805.18
627943_v2023	50418990	1	189579.94	228368.4
627946_v2023	57759022	1	189583.21	228446.29
627969_v2023	8910126	1	189589.3	228902.2
628575_v2023	5227026	1	228871.15	218233.91
629030_v2020	42456822	1	189490.59	209979.66
629215_v2020	14740214	1	190055.09	209965.7
629217_v2020	38524662	1	189947.34	210145.05
629342_v2020	75230	1	165624.15	227584.78
629345_v2020	45688286	1	165582.36	227435.38
629371_v2020	60679646	1	165654.7	228151.73
629476_v2020	65607902	1	163252.54	225246.82
629781_v2020	60852498	1	223236.57	217306.3
629895_v2023	31273106	1	240275.16	208806.77
630168_v2023	47980690	1	240159.17	208006.52
631338_v2020	65835638	1	216088.89	202303.56
632378_v2020	9619190	1	186491.95	210025.65
632380_v2020	27444982	1	186619.57	210042.7
632696_v2020	63287766	1	181385.63	218025.58
632813_v2020	4349342	1	180640.36	232645.91
633037_v2020	60016030	1	182661.24	233587.88
637311_v2020	36024790	1	181421.14	217990.15
637669_v2020	29340118	1	181666.06	218161.42
638058_v2020	21558902	1	213878.73	204090.59
638060_v2020	31003254	1	214557.05	203651.6
639247_v2020	16004022	1	217000.93	198914.41
639446_v2020	38511542	1	216702.96	201551.91
641185_v2020	31632862	1	164311.8	227998.7
642414_v2020	27965650	1	218786.9	198684.05
642464_v2023	57530102	1	189563.1	209756.61
642478_v2023	27842294	1	189321.5	209851.45
642492_v2023	33412854	1	189520.13	209758.92
642997_v2023	28510482	1	223804.36	217480.18
644674_v2023	11588214	1	215400.26	202763.51
645355_v2014	1076694	1	182201.77	216969.25
645763_v2023	21415670	1	186784.22	210154.25
645823_v2023	23316214	1	185965.49	209963.27
645826_v2023	13879030	1	185974.83	210046.68
645831_v2023	63289302	1	185785.84	210004.87
646123_v2023	62108118	1	181478.28	218188.29
646493_v2023	62588318	1	182952.29	233697.27
653296_v2023	30995689	1	146308.86	200032.14
653321_v2023	30209257	1	146170.54	199926.09
658771_v2023	311342	1	193243.28	225260
658978_v2023	13821918	1	153887.22	225453.62
662090_v2023	61004733	1	150528.74	220030.26
663346_v2023	56707318	1	199156.63	211816.89
668044_v2023	61017182	1	178940.08	242877.61
672009_v2014	20194473	1	129139.17	192693.9
ANTANT0082	29020457	1	152674.82	205626.67
ANTANT0234	3113917	1	146571.24	225076.83
ANTANT0238	18783165	1	149058.36	220188.67
ANTANT0251	30645181	1	149699.86	220317.51
ANTANT0253	46898109	1	149888.58	220287.22
ANTANT0297	19512253	1	151996.08	219303.2
ANTANT0315	572349	1	151253.87	218813.2
ANTANT0319	57195453	1	151293.81	218637.35
ANTANT0381	35203369	1	148476.76	209255.14
ANTANT0383	62794025	1	148260.84	208742.59
ANTANT0384	63023401	1	148285.75	209411.46
ANTANT0434	45112982	1	154766.86	210302.04
ANTANT0468	31336745	1	148434.62	208773.64
ANTANT0472	63514921	1	148292.9	209300.69
ANTANT0480	15522345	1	148538.23	213684.54
ANTANT0547	14002473	1	148232.02	209439.56
ANTANT0548	34973993	1	148158.62	209384.35
ANTANT0549	65022249	0	148929.42	209065.43
ANTARE0010	33767214	1	198319.69	230276.92
ANTARE0025	1304366	1	198859.3	231079.32
ANTARE0027	41959214	1	198745.47	230099.26
ANTARE0065	22699822	1	202055.21	227604.56
ANTARE0069	155438	1	202170.71	227480.96
ANTARE0070	11689774	1	202019.46	227535.01
ANTARE0071	41787182	1	200756.25	227814.75
ANTARE0072	56040174	1	202718.64	223993.82
ANTARE0083	27204334	1	202702.67	223947.51
ANTARE0103	66104046	1	203082.61	224933.57
ANTARE0107	30874350	1	202693.44	224062.75
ANTARE0115	17963758	1	202279.29	224470.17
ANTARE0124	55778030	1	202313.48	223858.67
ANTARE0177	21699310	1	202418.61	224196.78
ANTARE0189	35068654	1	202703.71	224040.14
ANTARE0197	15211246	1	202807.16	223896.55
ANTARE0200	47027950	1	203142.82	221430.14
ANTARE0218	38935278	1	202317.77	224429.73
ANTARE0229	47609390	1	201482.8	224319.3
ANTARE0262	1186542	1	202299.79	224415.89
ANTARE0278	31136494	1	202318.97	224019.96
ANTARE0286	1537582	1	201896.71	224135.33
ANTARE0298	30373422	1	202246.01	224221.75
ANTARE0301	51911406	1	202832.81	223809.62
ANTARE0309	32601646	1	202124	224284.69
ANTARE0324	55933486	1	197213.16	223616.92
ANTARE0340	42956334	1	202169.24	224143.81
ANTARE0407	60632878	1	199839.88	228334.43
ANTARE0408	31757870	1	199802.68	226755.92
ANTBAA0015	55182750	1	183765.31	233800.98
ANTBAA0019	25308462	1	186085.51	233866.32
ANTBAA0036	54787374	1	187252.72	232388.23
ANTBAA0037	24620334	1	187198.72	233600.04
ANTBAA0038	61582638	1	186952.36	233751.67
ANTBAA0040	31468846	1	186595.7	233625.27
ANTBAA0042	53751086	1	186481.39	233810.96
ANTBAA0043	55930158	1	186337.97	234001.94
ANTBAA0044	617774	1	185900.43	234169.98
ANTBAA0045	23139742	1	185672.29	234075.82
ANTBAA0046	6886814	1	185401.63	233964.86
ANTBAA0047	57283998	1	185222.46	233999.09
ANTBAA0048	906654	1	184952.1	233796.03
ANTBAA0061	5647662	1	186215.83	233792.83
ANTBAA0062	33697070	1	186091.18	233921.85
ANTBAA0542	44500382	1	183281.17	233791.41
ANTBAA0543	16385438	1	183682.78	233707.31
ANTBAA0546	21190046	1	184063.63	233704.18
ANTBAL0094	9842550	1	204073.41	204356.05
ANTBAL0140	45494134	1	204093.53	204406.1
ANTBAL0141	53516150	1	206450.14	204098.68
ANTBAL0166	55979894	1	204125.88	204336.1
ANTBAL0187	24522614	1	204137.46	204395.99
ANTBAL0194	18231158	1	204070.46	204306.35
ANTBAL0364	17213302	1	207549.58	204752.66
ANTBAL0371	12845942	1	209651.92	208336.5
ANTBAL0373	62371702	1	208528.24	206152.68
ANTBAL0379	2910070	1	207189.94	204819.83
ANTBAL0380	28747638	1	207475.87	204678.54
ANTBAL0396	812918	1	207270.22	204847.49
ANTBAL0403	57632630	1	207269.67	204693.71
ANTBAL0409	10446710	1	207149.63	204737.29
ANTBAL0415	3106678	1	207287.56	204715.24
ANTBAL0428	65857398	1	207675.29	205294.63
ANTBAL0429	47179638	1	207728.99	205880.36
ANTBAL0438	45049718	1	207309.92	204718.25
ANTBAL0443	13108086	1	209780.1	207921.45
ANTBAL0444	36464502	1	207240.56	204822.47
ANTBAL0448	66323318	1	209536.25	208332.08
ANTBAL0451	34060150	1	208504.52	206111.74
ANTBAL0456	19687286	1	207205.69	204780.04
ANTBAL0461	28075894	1	207144.21	204780.24
ANTBAL0493	51144566	1	207304.73	204865.24
ANTBAL0505	4843382	1	208207.4	206240.81
ANTBAL0509	6252406	1	207165.6	204673.5
ANTBAL0514	31418230	1	207227.03	204757.49
ANTBAL0519	35612534	1	207222.53	204694.03
ANTBAL0559	13282934	1	210933.53	207810.96
ANTBAL0561	42845046	1	209195.45	206656.15
ANTBAL0584	49321846	1	206355.19	204053.86
ANTBAL0585	52062070	1	206567.03	204283.33
ANTBAL0591	9987958	1	206863.45	204825.68
ANTBAL0592	59467638	1	206906.43	204493.11
ANTBAL0593	5465974	1	207064.51	204606.4
ANTBAL0594	4417398	1	206959.77	204622.88
ANTBAL0595	11757430	1	206962.85	204716.19
ANTBAL0596	39348086	1	206984.82	204863.41
ANTBAL0597	15230838	1	207085.26	204866.47
ANTBAL0598	15230838	1	207055.19	204879.28
ANTBAL0600	53913462	1	207454.73	204732.97
ANTBAL0658	43030390	1	206420.67	204213.47
ANTBAL0676	11282294	1	207104.65	205746.98
ANTBAL0705	29910902	1	206955.31	204979.27
ANTBAL0709	59893622	1	208052.29	206133.59
ANTBAL0711	6860406	0	211028.38	207356.74
ANTBAL0715	11446134	1	207633.65	204665.58
ANTBAL0761	38168438	1	206831.01	204402.93
ANTBAL0762	42592118	1	208149	206290.77
ANTBCT0001	26430942	1	163250.04	226829.91
ANTBCT0003	53947870	1	165304.18	227945.35
ANTBCT0004	27258334	1	164118.89	227246.48
ANTBCT0005	13888990	1	163905.72	226834.1
ANTBCT0013	46261726	1	165413.91	227912.67
ANTBCT0014	62647774	1	163993.11	227195.83
ANTBCT0017	61695454	1	166655.51	228783.42
ANTBCT0019	2977246	1	165119.01	226809.84
ANTBCT0020	26799582	1	163784.2	227181.01
ANTBCT0021	29060574	1	164732.77	227172.66
ANTBCT0028	37037534	1	165755.43	227648.29
ANTBCT0029	50327006	1	164278.63	227118.16
ANTBCT0031	32075230	1	165013.53	227126.82
ANTBCT0035	14183902	1	164386.29	227482.2
ANTBCT0036	11658718	1	165601.16	227917.41
ANTBCT0037	58584542	1	164062.72	227716.76
ANTBCT0038	16936414	1	164967.56	227445.97
ANTBCT0039	50458078	1	164190.34	227593.26
ANTBCT0044	53112286	1	165090.32	227661.04
ANTBCT0046	36335070	1	165109.87	227623.71
ANTBCT0050	18179550	1	166749.11	228789.47
ANTBCT0055	5991902	1	164825.43	227253.21
ANTBCT0056	67053790	1	164634.44	226779.98
ANTBCT0057	6761950	1	165361.71	227882.12
ANTBCT0058	24700382	1	165917.9	227861.83
ANTBCT0060	50032094	1	164621.83	227226.53
ANTBCT0061	11136478	1	164066.71	227295.32
ANTBCT0063	12709342	1	164131.04	227627.56
ANTBCT0069	17034718	1	164029.18	226962.83
ANTBCT0070	32009694	1	164459.81	227308.04
ANTBCT0074	30830046	1	165383.17	227780.7
ANTBCT0075	52504030	1	165463.84	227792.63
ANTBCT0079	5107166	1	163921.39	227769.8
ANTBCT0085	37449182	1	164653.24	227265.71
ANTBCT0086	16704990	1	165632.71	228319
ANTBCT0087	64187870	1	164505.03	226939.92
ANTBCT0089	3763678	1	164878.63	227126.68
ANTBCT0094	56356318	1	164005.84	227099.2
ANTBCT0099	36300254	1	165617.13	228291.18
ANTBCT0101	66643422	1	165984.82	227918.9
ANTBCT0103	57468382	1	166111.55	228137.37
ANTBCT0106	41315806	1	165170.8	227590.86
ANTBCT0109	44215774	1	164257.04	228029.51
ANTBCT0111	36138462	1	164381.07	227066.01
ANTBCT0114	44527070	1	164437.93	227082.87
ANTBCT0116	29222366	1	165779.19	228243.88
ANTBCT0119	62352862	1	164525.53	227111.94
ANTBCT0126	44330462	1	164732.93	227351.6
ANTBCT0127	44885470	1	166071.72	228189.89
ANTBCT0128	62100958	1	166642.65	229158.6
ANTBCT0129	34313694	1	166742.32	228892.03
ANTBCT0132	25947614	1	163901.64	227205.91
ANTBCT0133	13364702	1	163936.87	227229.3
ANTBCT0134	55406046	1	165044.71	226919.93
ANTBCT0135	42200542	1	164077.41	226942.08
ANTBCT0136	4517342	1	163699.57	227021.94
ANTBCT0140	11396574	1	165843.98	228096.43
ANTBCT0141	19361246	1	164421.76	227043.42
ANTBCT0144	61287902	1	165385.75	227811.08
ANTBCT0147	11070942	1	163846.88	227161.07
ANTBCT0149	60681694	1	164080.74	227626.08
ANTBCT0150	10022366	1	163738.27	227169.3
ANTBCT0151	26602974	1	164332.37	227447.93
ANTBCT0152	759262	1	166763.42	228850.28
ANTBCT0153	42413534	1	165234.6	227936
ANTBCT0155	13987294	1	165248.64	226865.45
ANTBCT0171	18443742	1	164911.36	227282.43
ANTBCT0175	64581086	1	164993.37	227235.39
ANTBCT0181	56485342	1	165741.37	228114.07
ANTBCT0182	62252510	1	165751.54	227849.88
ANTBCT0183	25947614	1	163891.25	227216.49
ANTBCT0192	63673822	1	166695.29	228860.92
ANTBCT0199	13244638	1	162356.79	225671.8
ANTBCT0200	18225374	1	162607.84	225400.89
ANTBCT0202	27924702	1	162460.96	225661.46
ANTBCT0204	21223646	1	162145.68	225003.75
ANTBCT0212	45324510	1	162672.94	225952.55
ANTBCT0214	58595550	1	162611.81	225646.49
ANTBCT0231	64465118	1	163447.46	226520.34
ANTBCT0232	53844190	1	163074.19	226526.09
ANTBCT0233	32074974	1	167268.21	220804.64
ANTBCT0242	39823582	1	163808.3	226549.02
ANTBCT0252	31398110	1	162710.57	225036.55
ANTBCT0253	30251230	1	163296.85	226346.08
ANTBCT0271	62695646	1	164085.21	226535.62
ANTBCT0272	36018398	1	162867.19	226358.48
ANTBCT0275	4811998	1	167265.48	220715.13
ANTBCT0285	38705374	1	162932.25	225854.56
ANTBCT0293	54696158	1	162975.94	226030.95
ANTBCT0295	12032222	1	162764.14	226136.2
ANTBCT0300	12560606	1	163840.46	226704.24
ANTBCT0315	6101214	1	162963.58	225562.81
ANTBCT0319	2955486	1	162950.09	225576.44
ANTBCT0320	19798238	1	162822.64	225547.25
ANTBCT0329	10725598	1	163594.51	226613.45
ANTBCT0330	63334622	1	163863.15	225747.55
ANTBCT0331	54269150	1	169463.39	224626.64
ANTBCT0341	55276766	1	165625.27	224208.06
ANTBCT0344	48670942	1	163684.16	226246.05
ANTBCT0366	13619358	1	170100.94	224558.15
ANTBCT0372	8558814	1	162988.49	226123.06
ANTBCT0376	5478622	1	162731.93	226001.12
ANTBCT0386	13805790	1	163631.15	225980.69
ANTBCT0396	29075678	1	163604.31	226466.84
ANTBCT0404	4200670	0	163089.66	225024.49
ANTBCT0408	20802782	1	167245.59	220958.55
ANTBCT0409	9611486	1	163643.91	225889.16
ANTBCT0414	38082782	1	163095.45	225582.55
ANTBCT0417	50403550	1	163078.6	225488.11
ANTBCT0423	25958622	1	163038.93	225058.49
ANTBCT0433	51423454	1	163930.63	226468.22
ANTBCT0438	47192286	1	163149.79	225221.62
ANTBCT0454	31037662	1	163229.4	226654.1
ANTBCT0458	13637854	1	163213.32	225184.48
ANTBCT0461	11828446	1	168091.27	221992.4
ANTBCT0463	16619742	1	163223.74	226451.72
ANTBCT0464	501982	1	163497.73	226401.56
ANTBCT0472	44407006	1	162928.15	226357.43
ANTBCT0481	16869598	1	163678.62	225587.18
ANTBCT0490	26847454	1	163960.27	226111.66
ANTBCT0492	46377182	1	163364.59	226584.58
ANTBCT0493	36280542	1	163143.15	226626.37
