code_watersurfaces	grts_ranking	in_object	x	y
ANTBCT0029	50327006	1	164278.625130113	227118.157050001
LIMBRE0071	50344082	1	240722.79315282	208581.11425
WVLHOU0021	50354129	1	50424.8008432809	184823.388249999
WVLDEH0207	50359733	1	61896.4759005991	221817.400049999
ANTRAV0378	50390830	1	198529.40718605	231149.96445
ANTBCT0417	50403550	1	163078.596703131	225488.108449999
ANTHUL0277	50406486	1	184744.57355378	194971.20815
WVLZED0194	50413313	1	61420.1480048265	204592.687550001
609471_v2018	50418990	1	189579.944488494	228368.397600001
LIMHAS0170	50439910	1	215877.552105906	180761.875949999
LIMHAS0863	50439910	1	215873.654120257	180746.807
LIMGNK0105	50446642	1	222066.88345949	183503.47125
472087_v2018	50454226	1	223665.105177414	190485.233100001
ANTBCT0039	50458078	1	164190.341935893	227593.26165
LIMZNH0003	50515638	1	216215.68508716	187186.84545
LIMZNH0537	50515686	1	218195.66618148	185426.65445
ANTBRM0249	50516713	1	143352.63089441	200706.7233
WVLHOU0688	50537425	1	51620.9806809658	184662.59675
WVLKNO0268	50543925	1	78012.511212584	227315.9877
LIMGNK0144	50575666	1	224472.78351053	184810.8784
ANTBSE0159	50607774	1	181509.255925642	224282.539000001
ANTKAS0435	50614262	1	189099.728694717	217771.60565
LIMZNH0174	50634422	1	217317.10025102	185931.92475
WVLBLA0076	50647733	1	63147.2003454103	219506.30295
WVLDEH0298	50687413	1	61228.9915897151	222055.633950001
ANTLIL0348	50696662	1	179528.17492156	215308.2947
ANTMOL0076	50702062	1	205627.05907447	219088.66135
ANTKAS0593	50713646	1	187921.0848479	218877.638499999
ANTRAV0387	50734894	1	199304.806602	232885.02195
ANTMOL0090	50741998	1	206720.69544293	222794.21
WVLDEP0068	50746545	1	22796.7585635067	198315.660999998
ANTZAN0078	50771670	1	172060.22751803	208142.782
LIMNEE0182	50776338	1	223630.17056463	217869.10175
445891_v2016	50810549	1	68870.2099221118	222541.317600001
ANTKAS0052	50841334	1	186020.02115933	210232.5981
WVLBRN0392	50849857	1	74799.32050792	200232.62335
LIMDST0178	50866514	1	248383.367582757	190925.959825196
ANTKAL0249	50887390	1	158672.95851681	228069.94415
LIMHAS0525	50893106	1	220986.745733915	184368.8036
LIMGNK0083	50909490	1	222674.304639279	184356.016299998
WVLDEP0118	50913457	1	24270.9459352896	196321.63345
ANTZWI0058	50925097	1	144923.478980713	215628.896950001
ANTTUR0242	50958382	1	191382.831669346	226673.41965
VBRHOL0014	50990982	1	176304.19270937	179336.24015
478922_v2018	50999349	1	79040.9491392308	223639.777100001
ANTKAL0234	51002078	1	158914.734475	227723.55955
LIMZNH0044	51011254	1	218613.75988855	186583.9669
WVLMID0276	51013425	1	38052.8711016908	205540.45685
ANTBSE0037	51046046	1	180518.70882448	224760.40815
WVLGIS0009	51064689	1	49704.6901124431	209191.2706
WVLBRU0816	51068597	1	69312.5275461087	220876.90605
534855_v2018	51074350	1	189111.401235355	228463.6668
ANTOTH0078	51079726	1	194706.200126146	223821.24055
LIMGNK0089	51099954	1	224373.26050702	185083.771949999
WVLJAB0432	51101441	1	61614.5376556924	205408.05455
629213_v2020	51112694	1	190175.720324595	209688.3244
ANTBAL0493	51144566	1	207304.734914972	204865.23535
LIMBOC0109	51152402	1	232629.79161377	211687.89255
WVLDEP0073	51205297	1	22781.5074478011	199064.3204
455217_v2016	51222601	1	100823.612347862	217217.7371
ANTKAL0345	51274462	1	155164.73263376	231369.60225
ANTBRS0121	51284190	1	162003.83668903	224430.78445
ANTZAN0206	51304150	1	169522.40651263	208212.0076
LIMHAS0620	51330790	1	215780.247491937	185582.6336
ANTRAV0293	51354414	1	195561.297803845	228002.6121
LIMHVL0081	51372726	1	213056.79867986	188000.11015
LIMMSK0100	51373906	1	242385.832414527	196064.116900001
ANTOTH0013	51392814	1	192074.31620503	227931.13895
ANTBCT0433	51423454	1	163930.6250044	226468.2243
LIMNEE0321	51441170	1	228225.046327582	210453.628899999
ANTHGS0566	51498398	1	181190.566584027	233569.76395
LIMHHE0318	51502802	1	223540.27690587	190506.09895
VBRDIE0181	51509302	1	202041.52612751	191060.76015
LIMHEC0233	51513106	1	221675.613824318	203446.39875
ANTMRK0255	51516718	1	188336.585348764	228068.87135
WVLBRU0813	51527349	1	69655.0013753573	221468.153100001
425818_v2020	51548070	1	186425.566685988	179992.67135
LIMHAS0114	51554022	1	216162.874107113	180872.828199999
LIMHAS0240	51554022	1	216143.985155073	180877.543950001
WVLMID0209	51555121	1	37302.1766284985	207050.08
ANTRIJ0055	51586206	1	175336.76230523	225034.44335
ANTOTH0328	51599918	1	194120.9199361	225276.78845
ANTOTH0034	51642414	1	193988.04567407	226753.38285
WVLBLA0058	51654069	1	62797.7936230482	221909.28655
WVLDEP0160	51667121	1	25455.7919324377	196808.833099999
WVLBLA0152	51671733	1	64563.9971417525	220903.830600001
WVLDEP0037	51713201	1	23339.5406595818	199379.1196
LIMLUM0401	51728822	1	204377.185389549	185858.06345401
ANTLIL0323	51753430	1	181375.239071221	217893.976600001
LIMOPG0121	51755602	1	236569.543203068	192284.85795
WVLBLA0182	51770037	1	63479.8035055584	220977.38875
ANTKAL0257	51804894	1	158736.9438961	228320.39665
ANTKAS0402	51829750	1	190741.60329088	214911.82445
VBRARS0556	51851398	1	179538.700284373	184819.5557
ANTARE0301	51911406	1	202832.81420954	223809.61965
ANTHST0331	51917142	1	185208.109968404	191429.4157
ANTGEE0163	51959542	1	189314.06648659	209672.0907
ANTGRO0116	51991510	1	178756.046156294	207978.658950001
LIMHVL0142	51998390	1	215018.13515592	188746.1243
ANTKAL0253	52001502	1	158906.40404258	228266.39235
LIMZNH0404	52010678	1	216909.431430556	185854.953100001
ANTBSE0347	52029086	1	180380.597194308	225681.283249998
ANTBAL0585	52062070	1	206567.032813886	204283.329949999
ANTKAL0278	52114142	1	153365.832125516	231379.805300001
OVLDNL0075	52116985	1	128933.889204499	176699.858000001
WVLKOK0161	52117297	1	30907.2519812221	202599.353249999
LIMLOM0234	52126994	1	222605.040603697	217058.8828
LIMZNH0185	52154038	1	216143.22099711	187528.7407
ANTGEE0084	52161270	1	189969.094421867	209685.5076
ANTHST0646	52166966	1	187549.25173389	191277.09475
505905_v2018	52182062	1	190194.359820665	218980.34055
497044_v2020	52210741	1	78768.4155269342	220180.730599999
WVLDIK0966	52235761	1	42529.2722615385	188495.311699999
VBRARS0052	52289670	1	179814.59315586	184646.87685
WVLKNO0372	52301365	1	79615.216853736	228386.2126
WVLDIK0990	52323569	1	42319.715924617	197148.402299998
473469_v2016	52329909	1	60803.6601374221	222108.849099999
ANTMEE0161	52350454	1	198357.427365589	203839.677250002
WVLDEH0308	52364725	1	58431.764062121	220499.9451
WVLHOU0400	52369361	1	50501.6037989429	184682.0635
ANTTUR0298	52385070	1	189444.974324282	228705.047349999
ANTSTB0002	52395965	1	151303.379004136	226027.11995
ANTKAS0036	52414198	1	186276.72944204	210165.71415
LIMZNH0429	52416230	1	217806.067027797	185222.243799999
WVLOOS0180	52442481	1	46285.6493624896	210865.2949
VBRTWI0180	52465574	1	186005.944271573	179900.790100001
ANTRIJ0025	52503710	1	175069.63507248	224777.3254
ANTBCT0075	52504030	1	165463.84372052	227792.627549998
LIMHVL0150	52522678	1	215039.458775964	188542.138049999
WVLBLA0118	52523701	1	64503.3966630607	220888.036250001
WVLZNB0849	52536785	1	52875.9619500004	172302.610100001
LIMOPG0156	52611666	1	235695.35571087	190604.13995
WVLBLA0467	52622005	1	63995.5053997292	221036.2644
WVLKNO0269	52641077	1	77855.422469999	227326.395399999
WVLMID0219	52644465	1	38496.8323427076	205479.9987
ANTHST0619	52687190	1	184565.92853884	190400.2203
ANTMOL0148	52743286	1	208023.079146992	214450.274549998
OVLALT0332	52772809	1	87811.8971636772	196716.96176089
ANTTUR0293	52778286	1	189723.718671189	228581.246549999
ANTBCT0765	52782558	1	166853.534245244	228802.82175
ANTBCT0636	52798622	1	173858.943195648	225754.04015
VBRHOL0008	52825990	1	176468.89274315	179175.40815
VBROHV0050	52826758	1	170155.987231076	169941.391238934
413031_v2020	52851030	1	185180.41073357	190588.739050001
ANTKAL0266	52853470	1	158904.66040786	228493.10875
LIMGNK0899	52875570	1	222141.465474987	184249.214050001
VBRSZI0220	52913462	1	192698.17058274	189574.66675
WVLKNO0417	52919605	1	79127.2333486303	228144.058
LIMMGR0271	52931538	1	230718.676435726	196058.6194
ANTGEE0100	52947702	1	190166.471382785	209427.5997
WVLBLA0045	52949685	1	63226.8196334298	221468.304500001
WVLBRN0431	52996161	1	74232.8938143637	200632.615600001
WVLGIS0044	53047153	1	49578.1534294414	208780.874100002
ANTMOL0163	53054582	1	207276.786897649	213373.503600001
WVLBRU0058	53099777	1	65416.3198270679	206800.4373
ANTBCT0044	53112286	1	165090.318259691	227661.044199999
LIMZNH0036	53124790	0	217431.991666893	186521.593694844
LIMZNH0470	53137078	1	216223.138752635	187066.09035
LIMGNK0161	53137714	1	221954.23777228	183855.7666
WVLKOK0013	53165873	1	30743.0619412222	202709.343199998
ANTKAL0360	53181150	1	158611.99316892	228591.8674
ANTHST0319	53215542	1	187599.87506976	191421.66335
ANTHST0655	53215542	1	187625.07407038	191395.5774
LIMZNH0087	53255862	1	217525.35022946	185889.96175
LIMPEE0587	53258450	1	221719.784969584	200325.6371
LIMHMA0021	53264914	1	228724.618817153	217845.102149999
WVLZED0180	53296897	1	61138.0314449908	204601.65415
LIMHAS0126	53307110	1	216049.16578382	180672.58825
LIMHAS0199	53307110	1	216057.496762561	180695.88215
LIMHAS0281	53307110	1	216066.379081324	180687.238200001
LIMHAS0871	53307110	1	216050.551941833	180685.277000001
WVLBLA0077	53325237	1	62664.7363706858	221083.323449999
ANTMAL0275	53376158	1	174550.700787955	223792.901129076
ANTRAV0151	53386030	1	195633.29461464	228216.9057
LIMZNH0288	53386934	1	217166.1935371	186509.5886
WVLDIK0171	53421297	1	41871.1127756259	196782.985650001
LIMMSK0143	53425298	1	242393.373231647	202347.8024
WVLZED0081	53427969	1	61504.8938258943	204561.77495
509521_v2018	53430034	1	222075.080006887	202666.514449999
VBRHOL0032	53444486	1	176967.74697932	180290.13075
VBRHOL0039	53444486	1	176945.68942791	180305.05505
440629_v2016	53493429	1	69813.1309974449	220970.2136
ANTBAL0141	53516150	1	206450.137679236	204098.675299998
ANTGEE0862	53532406	1	189026.980136178	209719.091800001
426733_v2020	53591346	1	223570.202030647	181723.55955
ANTGEE0119	53597942	1	189714.89972532	209659.37815
LIMHVL0192	53644982	1	215138.23194301	187431.5417
ANTLKD0263	53647670	1	192244.042908979	192707.626850002
LIMHAS0267	53651174	1	216104.259200278	180710.875949999
LIMHAS0876	53651174	1	216105.356375126	180723.62665
ANTKAL0381	53654238	1	155134.68862359	231005.178
LIMHAS0842	53707058	1	221277.744013964	182526.9408
WVLBRU1194	53743285	1	68598.0878905319	221533.02345
ANTBAA0042	53751086	1	186481.391321563	233810.961849999
ANTRET0192	53767726	1	201629.83044555	220509.29995
LIMLUM0082	53776358	1	206542.243789567	185297.909700001
ANTRAV0297	53791534	1	196927.69644686	229758.2379
ANTBRM0205	53793513	1	143302.00030379	200222.6856
WVLDIK0205	53814513	1	42058.6862483259	196731.587400001
WVLOSK0524	53816257	1	72963.7179621947	205698.710700002
ANTBCT0232	53844190	1	163074.191017955	226526.0855
ANTMOL0713	53847790	1	205783.72613505	219058.2219
WVLBRU0790	53892789	1	70476.4582337243	224995.39645
LIMHHE0320	53894866	1	223978.890313473	190926.7784
WVLDIK0200	53896433	1	42217.9788682404	197176.2611
LIMZNH0444	53913298	1	224128.042598697	188557.96645
ANTBAL0600	53913462	1	207454.727080726	204732.972550001
ANTBCT0003	53947870	1	165304.184310673	227945.353
ANTMOL0251	53977206	1	205878.024714293	211931.38635
LIMPEE0011	54006546	1	224800.601430747	205963.9332
WVLJAB0126	54017793	1	61654.9523181789	205166.50815
571735_v2018	54029749	1	61778.514378714	221931.8968
WVLHOU0687	54043601	1	51344.6850653418	185109.134950001
WVLBRU1101	54124213	1	69331.8525395474	220168.93245
LIMMGR0011	54176722	0	230468.281359735	195439.313496864
LIMZNH0469	54206134	1	216752.041632679	187539.72965
528515_v2018	54226398	1	164679.233810713	227262.704600001
ANTTUR0081	54239534	1	191914.757590493	228258.43245
WVLKNO0363	54246709	1	79306.5185705232	227780.469699999
ANTBCT0331	54269150	1	169463.390826895	224626.64415
ANTGEE0886	54274870	1	191520.55061399	198673.29095
456605_v2016	54292149	1	68762.133776224	219470.8781
LIMLOM0176	54320758	1	213084.5715293	208107.5988
VBRSZI0433	54321206	1	194118.343239764	191519.68925
WVLKNO0281	54345013	1	77391.1413396222	227747.9353
615594_v2014	54355393	1	75276.4130000006	215169.050099999
LIMGNK0114	54372658	1	225276.63130742	183046.4648
LIMGNK0070	54378802	1	221888.81452822	183560.4171
VBRARS0555	54386822	1	179934.456631301	184773.4387
ANTHST0407	54395190	1	187447.05885221	191557.3456
ANTBSE0215	54421150	1	180784.595759732	225278.363319738
LIMMSM0167	54423538	1	241095.35603199	185265.3226
ANTHUL0223	54428758	1	183784.18388222	194425.4798
WVLNWP0094	54429489	0	34632.5527797283	203536.727150001
LIMHAS0854	54460134	1	215648.925764289	184410.8441
LIMZNH0132	54464230	1	218369.78898553	184441.8162
LIMTES0480	54464566	0	196497.99813601	192196.1006
WVLKNO0026	54476085	1	78179.7845283292	227345.293249998
LIMGNK0087	54507826	1	224600.29619543	185055.56335
ANTTUR0028	54518062	1	190551.525521773	227065.596899999
ANTTUR0305	54531374	1	188789.609047505	227812.3563
WVLBRN0405	54596673	1	75700.7267103543	200672.649799999
112961_v2014	54633782	1	193345.880105921	189522.2346
LIMHAS0706	54634214	1	215845.042628726	180807.30295
137981_v2020	54642345	1	120481.617354133	190621.95805
ANTMRK0301	54662446	1	188293.672072615	228082.046600001
ANTBCT0293	54696158	1	162975.938835371	226030.95255
ANTBSE0085	54716062	1	180437.20714347	225203.09175
OVLMOE0055	54750729	1	118967.64688412	211368.558050001
LIMTES0125	54751286	1	194333.12711265	192504.53905
ANTBAA0036	54787374	1	187252.71775243	232388.22645
WVLDEP0053	54792369	1	23003.8808708331	198071.20455
WVLNWP0016	54802225	1	36224.1340158879	205411.56625
LIMHAS0553	54837554	1	221743.26079569	182880.2767
LIMZNH0038	54894262	1	216953.23009867	186114.56155
VBRHOL0027	54906758	1	176695.01664432	179426.18545
ANTLIL0415	54912046	1	186059.67804796	219670.311492515
LIMHLN0122	54959158	1	201378.76734098	186338.6461
LIMGNK0156	54966578	1	224203.0572788	185300.9235
LIMBRG0192	55021494	1	217260.566122575	197374.280099999
ANTBCT0792	55023838	1	162714.740618198	226202.969900001
WVLHOU0567	55071697	1	50972.3522744156	183608.7666
WVLBRU0791	55073461	1	66357.1279832758	224659.199349999
LIMZNH0312	55092946	1	224462.83095032	188578.2483
ANTZAN0122	55121110	1	174310.130855702	212295.97139835
ANTRET0068	55164150	1	198969.978697144	215429.7136
ANTMOL0033	55199862	1	206153.09228173	217730.0488
ANTMOL0049	55199862	1	206137.08528001	217757.6893
WVLBRU0788	55203509	1	70448.667619923	224844.253700001
ANTRET0273	55218422	1	196351.354725452	213373.968449999
WVLODB0256	55227505	1	54387.6981544117	210572.519649999
LIMGNK0371	55234866	1	221748.65322898	183850.89105
WVLKNO0006	55262517	1	77984.4677982288	227644.9056
ANTBCT0341	55276766	1	165625.26850404	224208.0559
ANTMEC0271	55319318	1	159898.05299833	189792.2526
WVLDIK0995	55321841	1	41682.1136962462	196269.3873
WVLBLA0472	55337653	1	65073.5720007653	220325.599000001
610209_v2018	55366326	1	213975.205703284	187849.4056
WVLKNO0283	55393589	1	77326.3727910215	227671.280100001
LIMDPB0177	55404850	1	225018.56572045	182020.8701
ANTBCT0134	55406046	1	165044.71295156	226919.92885
OVLWAC0064	55429641	1	115848.817116362	212008.274599999
VBRARS0365	55435398	1	179839.034155481	184775.62775
LIMBRE0184	55451794	1	240243.115003907	207513.07265
WVLBLA0188	55456437	1	63328.3004749452	222173.062449999
ANTKAL0093	55458526	1	159169.73315075	227748.67655
ANTTUR0125	55463926	1	189590.780345949	217863.2862
ANTHST0457	55505238	1	184359.974525	190575.3101
493047_v2018	55519790	1	195016.287341311	223576.613700001
LIMHLN0090	55532598	1	201095.255313588	186373.862950001
OVLASN0084	55544585	1	106973.56473758	215116.2512
ANTRAV0192	55548718	1	195574.65394176	227951.67935
ANTMOL0560	55571574	1	206736.48234645	218115.50835
ANTMOL0561	55571574	1	206751.327831378	218118.352600001
WVLKNO0262	55578165	1	79677.9204063916	228254.03015
ANTKAL0262	55605982	1	158627.31260652	227880.80655
LIMMSM0105	55633234	1	245670.081515604	186200.041849999
WVLDIK1031	55649521	1	42056.0674522334	196913.713200001
OVLASN0168	55659273	1	106812.669826307	215975.209849998
ANTBCT0805	55682206	1	173681.949139957	225750.53025
LIMHAS0703	55682790	1	215961.254710754	180759.0252
ANTKAS0341	55700526	1	193864.73635538	219052.3373
ANTARE0124	55778030	1	202313.47679261	223858.67415
WVLBRU1093	55828149	1	69728.3429160748	220301.69915
ANTLKD0377	55842614	1	193581.90558102	194585.08415
WVLKOK0164	55848753	1	33818.3644211814	202832.634300001
WVLKNO0213	55853109	1	78345.07424314	226243.653350001
ANTGRO0180	55865046	1	175188.583514373	207565.41255
OVLSTK0295	55875177	1	129125.869447983	214844.327500001
WVLJAB0206	55885569	1	60977.03579198	205730.412
LIMZNH0216	55926454	1	217687.56563291	186549.45355
ANTBAA0043	55930158	1	186337.968591675	234001.938450001
ANTARE0324	55933486	1	197213.16233699	223616.92345
546276_v2018	55937334	1	191330.340726127	192243.608649999
WVLBLA0303	55938485	1	62241.0282125008	220056.01925
ANTLIL0532	55939542	1	179626.579326073	215304.379550001
ANTOTH0017	55963950	1	193687.23365561	227561.2898
ANTBAL0166	55979894	1	204125.880618781	204336.095699999
ANTHST0659	55996758	1	185260.707763774	190497.807050001
WVLKOK0129	56012593	1	33527.2758970033	204015.8035
OVLGNT0748	56013449	1	106220.56541302	190467.0287
ANTARE0072	56040174	1	202718.64275716	223993.8183
WVLKNO0037	56048949	1	78223.4249520504	227693.14205
WVLKNO0195	56049717	1	77781.8644136163	226520.46435
WVLKNO0030	56081717	1	79016.2325466495	227656.04895
631663_v2014	56102453	1	79459.0258331148	227883.465599999
ANTKAL0288	56181470	1	154347.84427551	234257.3347
ANTMOL0578	56221814	1	204822.14657763	211400.643649999
ANTBSE0168	56223390	1	180432.816696827	225633.268000001
409689_v2020	56267058	1	221309.227941683	184620.300249999
ANTRAV0304	56285998	1	194395.751339433	227901.969999999
ANTLIL0530	56353238	1	179820.877315626	215410.60995
ANTBCT0094	56356318	1	164005.837849936	227099.2005
ANTMEC0143	56367894	1	159857.37009933	189818.17075
606587_v2014	56424505	1	126817.827639562	165805.703600001
LIMKIN0148	56424850	1	243421.00457361	206091.4736
605110_v2018	56445633	1	83948.101837776	216610.887049999
WVLKNO0165	56458037	1	79390.584184232	225197.7115
LIMBOC0091	56460818	1	232432.21879959	211758.255
OVLWAC0025	56461833	1	115120.989223231	211490.929649999
WVLDEH0018	56477809	1	54096.2141087024	217743.865699999
ANTBCT0181	56485342	1	165741.368263427	228114.072699999
WVLKOK0116	56490161	1	29002.667994245	200474.896199999
ANTHST0399	56492342	1	187586.07845512	191541.4291
WVLNWP0046	56522545	1	34695.324410709	204436.7687
WVLHOU0398	56563665	1	50543.9707018091	184718.7084
534932_v2018	56579374	1	189355.607427007	228805.17935
WVLBRU0468	56585909	1	69106.6547207255	218980.459799999
ANTZWI0070	56610345	1	145012.112094717	215059.08075
ANTMEC0141	56630038	1	160006.84273848	189486.57345
545894_v2018	56638465	1	57166.606872799	212719.0831
WVLODB0135	56638465	1	57186.2010867008	212733.6106
455735_v2016	56644277	1	64137.3785710034	219324.245100001
LIMDPB0069	56645938	1	224131.66375011	182394.9
LIMZNH0231	56650450	1	221560.820262245	186303.343450001
LIMZNH0317	56665810	1	224535.73104676	188564.0081
ANTGEE0179	56743670	1	189946.83243265	209709.550349999
VBRSZI0258	56845622	1	192709.00931841	189734.51815
VBRARS0233	56872246	1	187149.81309903	189268.5999
LIMGNK0158	56879410	1	226393.96569931	183016.16655
OVLDSB0154	56884617	1	111669.1936459	194038.6116
426548_v2020	56908082	1	224262.861727273	182518.679299999
446780_v2018	56918069	1	79085.9202310415	224859.397600001
LIMBRG0199	56922038	1	217587.6468144	197890.8856
LIMKIN0217	57016722	1	244872.667617053	206350.532200001
WVLDAM0656	57038645	1	79556.5358239481	222105.318200001
WVLDEP0105	57070769	1	22568.3157500029	199137.822250001
ANTMRK0012	57091742	1	181461.145077312	226670.622299999
ANTMOL0659	57091822	1	204989.531220317	218963.730800001
LIMZNH0532	57122486	1	216697.89479639	186433.93425
WVLBRU0827	57142965	1	68907.5114957122	220575.877799999
ANTKAL0383	57164510	1	154431.383542964	234699.953
WVLZUI0144	57184949	1	64283.8008931626	219770.39435
VBRSZI0062	57185590	1	191767.70824767	188973.33495
ANTANT0319	57195453	1	151293.80510754	218637.34505
LIMDPB0158	57239858	1	225007.33835353	181814.384403122
WVLDEH0178	57241013	1	61050.2205246406	221773.76795
ANTBCT0519	57252062	1	163115.74919073	226535.729699999
WVLDEH0201	57273781	1	61480.4870340833	220959.299899999
ANTBAA0047	57283998	1	185222.462574201	233999.094150001
ANTBSE0214	57325214	1	180347.7399688	224527.8498
ANTMRK0333	57326894	1	186915.007954154	231301.901549999
LIMHHE0191	57340854	1	218300.117055154	198185.25915
VBRTWI0173	57342086	1	184998.926382179	180562.331050001
WVLKNO0377	57376053	1	78882.3804983529	228097.7238
WVLODB0048	57390193	1	54074.21979725	210762.008949999
503850_v2018	57396966	1	217901.026656752	184836.608199999
ANTBCT0103	57468382	1	166111.554752517	228137.37445
LIMBIL0059	57475314	1	235633.84191485	177499.38285
ANTOLE0030	57489366	1	185671.72315071	209220.546
WVLDEP0032	57496753	1	22724.5299941663	198933.2019
629031_v2020	57530102	1	189563.125961055	209756.607899999
VBRHOL0041	57544582	1	176593.20576654	179425.4555
WVLBRD0114	57550961	1	53855.960862744	216020.13845
LIMHHE0319	57614034	1	223974.11327513	190962.4927
WVLKNO0246	57626677	1	76836.3580627398	226428.3762
ANTBAL0403	57632630	1	207269.66969838	204693.706850002
ANTZAN0051	57639126	1	171022.56880638	211402.660049999
OVLKRU0197	57662761	1	145722.47011749	202471.67715
LIMHLN0093	57711670	1	201400.71572845	186273.2038
LIMHMA0052	57721362	1	228673.287548752	217764.68475
ANTHST0272	57749814	1	189595.92457792	193249.53235
534958_v2018	57759022	1	189583.212336592	228446.29465
ANTMOL0730	57789558	1	207541.397981909	214308.48655
WVLBLA0081	57793205	1	65308.0002041308	224256.177949999
WVLBLA0015	57807541	1	63160.2237340687	219733.5305
LIMZNH0510	57808594	1	223243.65056496	187268.283
ANTMOL0766	57843830	1	205955.614340653	211940.732899999
LIMHAS0728	57845478	1	216156.934700296	180755.346000001
LIMHAS0729	57845478	1	216169.425028108	180761.27265
ANTBCT0517	57845982	1	163788.613579184	225798.97665
ANTBSE0277	57849502	1	180549.86642956	224646.84435
ANTTUR0053	57856302	1	190250.278350898	229177.556150001
ANTHTS0227	57866198	0	184832.33889813	208986.42465
LIMHAS0482	57901362	0	221225.861663821	182574.581762055
LIMMGR0376	57945042	1	230303.495473693	194241.22405
ANTMOL0135	57971830	1	207558.15882868	214914.82645
ANTBRM0222	57987817	1	143259.87213003	200212.08775
LIMHAS0763	57999666	1	221630.57439553	183226.3377
LIMBRE0286	58011794	1	240465.89686651	208486.44865
LIMTES0079	58022198	1	193512.6297243	192619.99195
LIMDPB0101	58026290	1	225098.39196919	182007.0307
LIMGNK0092	58048818	1	222068.17579769	183677.443
ANTBRM0234	58184425	1	143811.78658015	200662.79115
LIMHAS0616	58199782	1	217832.04612072	184208.79245
ANTPUU0051	58228969	1	147607.91095679	196698.38685
ANTTUR0207	58252334	1	191833.467430432	220787.259280907
LIMHAS0460	58277606	1	216164.430043459	185596.594350001
LIMLUM0300	58290870	1	210584.72733471	186356.0911
ANTMOL0734	58313846	1	207858.184635331	214307.105250001
WVLBRU1102	58318517	1	69347.702246502	220195.353799999
ANTZAN0171	58332374	1	174082.83493111	212344.79775
ANTMOL0071	58345590	1	206101.26996296	217609.37625
LIMZNH0203	58396390	1	218399.2888383	184519.3791
ANTMEC0260	58465046	1	159843.78545092	189686.5603
LIMHHE0350	58470098	1	225056.88093415	191846.30005
ANTBSE0061	58472094	1	181670.380468545	224488.428678579
LIMBOC0155	58492434	1	232555.75942463	211701.40875
LIMHLN0136	58498102	1	201727.07477553	186250.5108
WVLBLA0024	58502581	1	62886.5579760122	221331.999599999
WVLKNO0307	58518837	1	76802.6935022644	227806.36585
VBRSZI0198	58550582	1	194038.389217517	190991.24415
LIMHEC0390	58579154	1	221750.986897968	199801.95915
ANTRAV0230	58579758	1	194646.22718021	228089.927
ANTBCT0037	58584542	1	164062.718619657	227716.76375
ANTHST0184	58589494	1	187482.73988055	191491.68385
ANTBCT0214	58595550	1	162611.806490632	225646.48825
534871_v2018	58610990	1	188976.074262096	228122.522700001
WVLDIK0167	58615025	1	42487.696499249	197169.437899999
LIMBRE0271	58708114	1	241706.826969135	206882.876600001
LIMMGR0262	58731474	1	230032.804186439	194440.496950001
444763_v2016	58736309	1	69703.4478934378	221010.599100001
WVLOOS0185	58760305	1	50315.8729148307	210683.41625
LIMZNH0245	58760886	1	217171.12302356	186330.80945
WVLDIK1021	58772209	1	48616.8259011369	192717.930699999
618364_v2014	58772337	1	52861.4565285942	209614.0636
LIMLNK0167	58776562	1	240345.26902851	180378.9109
ANTHST0348	58786102	1	187397.02396216	191428.2909
ANTKAS0126	58789878	1	188939.020483808	216795.808699999
ANTWUU0118	58815966	1	167530.42143583	229782.16825
ANTLIL0533	58823126	1	179452.547645184	215348.604700001
116760_v2014	58828086	1	193342.193419417	189465.821600001
LIMHAS0864	58828518	1	215900.70179544	180733.776249999
ANTBSE0193	58861214	1	181488.286788535	225948.440950001
514888_v2018	58882450	1	244862.647113275	206294.967800001
WVLMID0211	58895153	1	37187.1582991996	206993.260650001
WVLMID0280	58935921	1	38565.1041965403	205513.0626
VBRSZI0241	58942774	1	192719.31398271	189810.44135
WVLKNO0050	58986037	1	79585.5978454233	228104.1282
VBRBEG0217	59034966	1	179817.273552471	189497.846100001
ANTTUR0166	59037742	1	187903.14576519	225084.90635
473385_v2018	59079390	1	158846.618422361	227926.484449999
ANTMOL0066	59090670	1	205604.949466055	219012.686119596
561670_v2018	59129525	1	69852.5579926653	221189.870099999
LIMKIN0238	59172322	1	251565.448794127	206416.5469
WVLBRN0192	59249729	1	75734.53195962	200627.92305
WVLBLA0228	59256245	1	62584.4897128399	222010.124050001
WVLBRU0807	59264693	1	69028.5080356321	221805.383950001
LIMMSK0341	59295826	1	246089.256931039	198919.391000001
ANTRET0109	59358454	1	198976.313747342	215471.15275
ANTWUU0153	59364830	1	165810.884543802	229679.512825893
ANTKAL0233	59390686	1	158968.08745782	227716.01885
WVLBRN0241	59418689	1	74193.04874982	200680.508
LIMGNK0142	59418930	1	225459.597428867	183049.393070665
474052_v2016	59452417	1	57769.8836461341	210789.51895
ANTTUR0267	59454766	1	189820.053317691	230236.748
ANTNIJ0045	59464854	1	166545.757555321	205004.489800001
ANTBAL0592	59467638	1	206906.431278696	204493.11245
LIMZNH0477	59481782	0	217002.317644998	186393.234754023
LIMGNK0108	59488562	1	224285.571372714	185109.706
ANTHST0554	59506998	1	187420.546480705	191436.557599999
ANTMEC0270	59513622	1	159896.1829418	189855.88275
WVLKNO0317	59528885	1	70670.6167680481	224761.23075
WVLKOK0167	59570353	1	28562.0114750651	200270.602149999
